step,action,action_bin,action_vec_norm,free_energy,confidence,obs_norm,frame_mean,beta,info_gain,last_sleep_round,last_sleep_delta_fe,last_sleep_replayed
817,0,4,2.211820,39.136773,0.902526,1.000000,7.631531,0.010000,0.770088,3,0.009506,8
818,0,4,2.671009,39.124599,0.903022,1.000000,7.631531,0.010000,0.771112,3,0.009506,8
819,0,3,2.203562,39.424934,0.902320,1.000000,7.631531,0.010000,0.567328,3,0.009506,8
820,1,6,2.606783,39.606023,0.902251,1.000000,7.631531,0.010000,0.416299,3,0.009506,8
821,0,4,2.849634,39.909220,0.902626,1.000000,7.631531,0.010000,0.832965,3,0.009506,8
822,1,6,2.621748,39.985817,0.902145,1.000000,7.631531,0.010000,0.455513,3,0.009506,8
823,2,5,2.221727,39.756837,0.902292,1.000000,7.631531,0.010000,0.432953,3,0.009506,8
824,3,2,2.396996,39.749103,0.902172,1.000000,7.631531,0.010000,0.476659,3,0.009506,8
825,2,6,2.608059,39.788375,0.902889,1.000000,7.631531,0.010000,0.486333,3,0.009506,8
826,1,6,2.508418,39.776079,0.903244,1.000000,7.631531,0.010000,0.368722,3,0.009506,8
827,0,4,2.256974,39.694803,0.902461,1.000000,7.631531,0.010000,0.816579,3,0.009506,8
828,1,6,3.170504,39.510911,0.902418,1.000000,7.631531,0.010000,0.542831,3,0.009506,8
829,0,3,2.243215,39.539073,0.902073,1.000000,7.631531,0.010000,0.609327,3,0.009506,8
830,1,6,2.797226,39.540444,0.902838,1.000000,7.631531,0.010000,0.502830,3,0.009506,8
831,2,6,2.628434,39.713310,0.902938,1.000000,7.631531,0.010000,0.462240,3,0.009506,8
832,1,0,2.688920,39.846281,0.902586,1.000000,7.631531,0.010000,0.680422,3,0.009506,8
833,0,5,2.788843,39.898255,0.902532,1.000000,7.631531,0.010000,0.689032,3,0.009506,8
834,0,5,2.122749,39.905051,0.903029,1.000000,7.631531,0.010000,0.709350,3,0.009506,8
835,1,7,2.296270,40.019835,0.902611,1.000000,7.631531,0.010000,0.570825,3,0.009506,8
836,1,6,2.657926,39.949658,0.902493,1.000000,7.631531,0.010000,0.533605,3,0.009506,8
837,0,4,2.349880,40.124971,0.902239,1.000000,7.631531,0.010000,0.782761,3,0.009506,8
838,1,6,2.381922,40.096611,0.902440,1.000000,7.631531,0.010000,0.545297,3,0.009506,8
839,3,6,2.615091,40.218522,0.902903,1.000000,7.631531,0.010000,0.564944,3,0.009506,8
840,1,6,2.808369,40.419949,0.902780,1.000000,7.631531,0.010000,0.609645,3,0.009506,8
841,0,3,2.435752,40.122990,0.902477,1.000000,7.631531,0.010000,0.591866,3,0.009506,8
842,0,4,2.606009,39.960812,0.902826,1.000000,7.631531,0.010000,0.755071,3,0.009506,8
843,0,5,2.467625,40.337763,0.903066,1.000000,7.631531,0.010000,0.717743,3,0.009506,8
844,2,5,2.711012,40.591340,0.902549,1.000000,7.631531,0.010000,0.840195,3,0.009506,8
845,2,5,2.250420,40.463604,0.903119,1.000000,7.631531,0.010000,0.775574,3,0.009506,8
846,0,4,2.259092,40.514968,0.902515,1.000000,7.631531,0.010000,0.493991,3,0.009506,8
847,0,5,2.892156,40.588173,0.902482,1.000000,7.631531,0.010000,0.752168,3,0.009506,8
848,0,4,2.348904,40.790402,0.902949,1.000000,7.631531,0.010000,0.469275,3,0.009506,8
849,1,6,2.511806,40.872269,0.902180,1.000000,7.631531,0.010000,0.774012,3,0.009506,8
850,0,5,2.540494,40.886378,0.902472,1.000000,7.631531,0.010000,0.767952,3,0.009506,8
851,0,3,2.412577,40.971160,0.903250,1.000000,7.631531,0.010000,0.680799,3,0.009506,8
852,1,6,2.183369,41.054962,0.902968,1.000000,7.631531,0.010000,0.670412,3,0.009506,8
853,2,5,1.990084,40.889795,0.902154,1.000000,7.631531,0.010000,0.754192,3,0.009506,8
854,0,3,2.652357,40.712458,0.902949,1.000000,7.631531,0.010000,0.748842,3,0.009506,8
855,3,2,2.490939,40.438836,0.902614,1.000000,7.631531,0.010000,0.501652,3,0.009506,8
856,2,6,2.510554,40.004710,0.902565,1.000000,7.631531,0.010000,0.692475,3,0.009506,8
857,1,7,2.912754,39.962409,0.902326,1.000000,7.631531,0.010000,0.647329,3,0.009506,8
858,1,6,2.417178,39.763529,0.902836,1.000000,7.631531,0.010000,0.783301,3,0.009506,8
859,1,0,2.938773,39.915848,0.902776,1.000000,7.631531,0.010000,0.903344,3,0.009506,8
860,0,3,2.021396,40.050403,0.902564,1.000000,7.631531,0.010000,0.639684,3,0.009506,8
861,0,5,2.392310,40.196073,0.902897,1.000000,7.631531,0.010000,0.557458,3,0.009506,8
862,1,6,2.470230,40.217565,0.902750,1.000000,7.631531,0.010000,0.599852,3,0.009506,8
863,1,6,2.614013,40.217231,0.902212,1.000000,7.631531,0.010000,0.610404,3,0.009506,8
864,3,4,2.671890,40.197999,0.902740,1.000000,7.631531,0.010000,0.760723,3,0.009506,8
865,3,4,2.350254,40.096488,0.902163,1.000000,7.631531,0.010000,0.811186,3,0.009506,8
866,0,5,2.011093,40.334011,0.902243,1.000000,7.631531,0.010000,0.623317,3,0.009506,8
867,0,2,2.264132,40.329975,0.902829,1.000000,7.631531,0.010000,0.479829,3,0.009506,8
868,1,6,2.189778,40.461182,0.902552,1.000000,7.631531,0.010000,0.581401,3,0.009506,8
869,0,3,2.451507,40.331203,0.902484,1.000000,7.631531,0.010000,0.601046,3,0.009506,8
870,1,7,2.671226,40.583333,0.902483,1.000000,7.631531,0.010000,0.675832,3,0.009506,8
871,2,6,2.641232,40.384879,0.902929,1.000000,7.631531,0.010000,0.581043,3,0.009506,8
872,2,5,2.631133,40.475866,0.902491,1.000000,7.631531,0.010000,0.605438,3,0.009506,8
873,3,2,2.578480,40.596980,0.902596,1.000000,7.631531,0.010000,0.536957,3,0.009506,8
874,0,4,2.667900,40.942956,0.902902,1.000000,7.631531,0.010000,0.931969,3,0.009506,8
875,1,6,2.472776,40.547037,0.902481,1.000000,7.631531,0.010000,0.371237,3,0.009506,8
876,1,1,2.163661,40.661486,0.902466,1.000000,7.631531,0.010000,0.670642,3,0.009506,8
877,1,1,2.048743,40.825770,0.902518,1.000000,7.631531,0.010000,0.661955,3,0.009506,8
878,0,4,2.659099,41.110164,0.902563,1.000000,7.631531,0.010000,0.905587,3,0.009506,8
879,0,5,2.685936,41.081988,0.902473,1.000000,7.631531,0.010000,0.711167,3,0.009506,8
880,0,5,2.682095,40.875926,0.902470,1.000000,7.631531,0.010000,0.711637,3,0.009506,8
881,0,5,2.617064,41.059211,0.902944,1.000000,7.631531,0.010000,0.686937,3,0.009506,8
882,1,7,2.426997,41.085005,0.902479,1.000000,7.631531,0.010000,0.758153,3,0.009506,8
883,1,7,2.296287,40.939423,0.903169,1.000000,7.631531,0.010000,0.764311,3,0.009506,8
884,2,5,3.005829,40.912571,0.902522,1.000000,7.631531,0.010000,0.657193,3,0.009506,8
885,0,5,2.627445,40.946082,0.903006,1.000000,7.631531,0.010000,0.486710,3,0.009506,8
886,2,6,2.466933,41.163649,0.902835,1.000000,7.631531,0.010000,0.271007,3,0.009506,8
887,0,3,2.857478,41.412516,0.902435,1.000000,7.631531,0.010000,0.902971,3,0.009506,8
888,0,5,2.869586,41.713174,0.902818,1.000000,7.631531,0.010000,0.660581,3,0.009506,8
889,1,7,2.495396,41.915363,0.902502,1.000000,7.631531,0.010000,0.824230,3,0.009506,8
890,1,7,2.970593,42.307263,0.902613,1.000000,7.631531,0.010000,1.106888,3,0.009506,8
891,0,4,2.652855,42.076258,0.902736,1.000000,7.631531,0.010000,1.047104,3,0.009506,8
892,0,5,2.971346,41.919751,0.902951,1.000000,7.631531,0.010000,0.953318,3,0.009506,8
893,0,3,2.415626,41.579653,0.902367,1.000000,7.631531,0.010000,1.124610,3,0.009506,8
894,2,5,2.785276,41.464804,0.902547,1.000000,7.631531,0.010000,0.926081,3,0.009506,8
895,1,6,3.047166,41.104977,0.902308,1.000000,7.631531,0.010000,0.734373,3,0.009506,8
896,2,5,2.769888,40.757725,0.902204,1.000000,7.631531,0.010000,0.825503,3,0.009506,8
897,0,5,2.593454,40.772570,0.902490,1.000000,7.631531,0.010000,0.907961,3,0.009506,8
898,0,5,2.887817,40.471656,0.903156,1.000000,7.631531,0.010000,0.916407,3,0.009506,8
899,0,4,2.612678,40.408353,0.902938,1.000000,7.631531,0.010000,0.923711,3,0.009506,8
900,2,6,2.467439,40.752515,0.902510,1.000000,7.631531,0.010000,0.731990,3,0.009506,8
901,1,7,2.537732,40.590629,0.902960,1.000000,7.631531,0.010000,1.106379,3,0.009506,8
902,0,4,2.262563,40.411418,0.903067,1.000000,7.631531,0.010000,0.973228,3,0.009506,8
903,0,4,2.607031,40.366245,0.902672,1.000000,7.631531,0.010000,0.791995,3,0.009506,8
904,0,3,2.427481,40.454371,0.902651,1.000000,7.631531,0.010000,0.863270,3,0.009506,8
905,1,0,2.374026,40.256561,0.902758,1.000000,7.631531,0.010000,0.652745,3,0.009506,8
906,1,6,2.888492,40.302915,0.902369,1.000000,7.631531,0.010000,0.830189,3,0.009506,8
907,0,5,2.467567,40.379963,0.902906,1.000000,7.631531,0.010000,0.692293,3,0.009506,8
908,0,3,2.765606,40.243946,0.902470,1.000000,7.631531,0.010000,0.827285,3,0.009506,8
909,1,7,2.794784,40.224788,0.902837,1.000000,7.631531,0.010000,1.077907,3,0.009506,8
910,2,6,2.686753,40.253944,0.902137,1.000000,7.631531,0.010000,0.939018,3,0.009506,8
911,3,2,2.431860,40.094221,0.902653,1.000000,7.631531,0.010000,0.535529,3,0.009506,8
912,2,5,2.110108,40.060182,0.902841,1.000000,7.631531,0.010000,0.587835,3,0.009506,8
913,1,7,2.638166,40.099008,0.902810,1.000000,7.631531,0.010000,0.932142,3,0.009506,8
914,0,2,2.674956,40.064144,0.902332,1.000000,7.631531,0.010000,0.495834,3,0.009506,8
915,0,5,2.351933,40.132138,0.902747,1.000000,7.631531,0.010000,0.523325,3,0.009506,8
916,0,4,2.505726,40.082915,0.902925,1.000000,7.631531,0.010000,0.801743,3,0.009506,8
917,1,6,2.674030,40.134254,0.902152,1.000000,7.631531,0.010000,0.885779,3,0.009506,8
918,1,0,2.336722,39.677602,0.902230,1.000000,7.631531,0.010000,0.690364,3,0.009506,8
919,1,1,2.693279,39.464803,0.902575,1.000000,7.631531,0.010000,0.649102,3,0.009506,8
920,0,4,2.617505,39.576784,0.902438,1.000000,7.631531,0.010000,0.795771,3,0.009506,8
921,0,3,2.313167,39.370349,0.902166,1.000000,7.631531,0.010000,0.891223,3,0.009506,8
922,1,7,2.344947,39.395678,0.902082,1.000000,7.631531,0.010000,1.123214,3,0.009506,8
923,2,5,2.724194,39.532879,0.902604,1.000000,7.631531,0.010000,0.552161,3,0.009506,8
924,0,5,2.492173,39.767065,0.903356,1.000000,7.631531,0.010000,0.564457,3,0.009506,8
925,0,4,2.481310,39.960183,0.903550,1.000000,7.631531,0.010000,0.807228,3,0.009506,8
926,1,6,2.623777,40.046906,0.902493,1.000000,7.631531,0.010000,0.679425,3,0.009506,8
927,0,2,2.469583,40.139750,0.903201,1.000000,7.631531,0.010000,0.311591,3,0.009506,8
928,0,4,2.504911,40.116678,0.902800,1.000000,7.631531,0.010000,0.708495,3,0.009506,8
929,1,1,2.482106,40.066292,0.902598,1.000000,7.631531,0.010000,0.471232,3,0.009506,8
930,2,6,2.734062,40.076421,0.902421,1.000000,7.631531,0.010000,0.588511,3,0.009506,8
931,0,2,2.331334,39.714974,0.902240,1.000000,7.631531,0.010000,0.490605,3,0.009506,8
932,0,5,2.870338,39.477913,0.902488,1.000000,7.631531,0.010000,0.454337,3,0.009506,8
933,0,5,2.451249,39.767175,0.902186,1.000000,7.631531,0.010000,0.565711,3,0.009506,8
934,0,3,2.801008,39.475634,0.902898,1.000000,7.631531,0.010000,0.803254,3,0.009506,8
935,1,6,2.436360,39.449795,0.902716,1.000000,7.631531,0.010000,0.666760,3,0.009506,8
936,0,4,2.332945,39.374898,0.902928,1.000000,7.631531,0.010000,0.471151,3,0.009506,8
937,0,4,2.629675,39.340865,0.902048,1.000000,7.631531,0.010000,0.515205,3,0.009506,8
938,3,1,2.606174,39.441771,0.902566,1.000000,7.631531,0.010000,0.469772,3,0.009506,8
939,0,5,2.254762,39.217308,0.902068,1.000000,7.631531,0.010000,0.741204,3,0.009506,8
940,0,5,2.549621,39.221182,0.902636,1.000000,7.631531,0.010000,0.737507,3,0.009506,8
941,1,6,2.588041,39.296128,0.902157,1.000000,7.631531,0.010000,0.922609,3,0.009506,8
942,3,2,2.083532,39.397754,0.902936,1.000000,7.631531,0.010000,0.748100,3,0.009506,8
943,0,5,2.469090,39.453502,0.902161,1.000000,7.631531,0.010000,0.765388,3,0.009506,8
944,0,4,2.398351,39.697356,0.902760,1.000000,7.631531,0.010000,0.599874,3,0.009506,8
945,1,6,2.210760,39.812536,0.902389,1.000000,7.631531,0.010000,0.816160,3,0.009506,8
946,1,6,3.098598,39.860641,0.902870,1.000000,7.631531,0.010000,0.991687,3,0.009506,8
947,1,6,2.210622,39.848717,0.902062,1.000000,7.631531,0.010000,0.981036,3,0.009506,8
948,0,4,3.058360,40.020915,0.902874,1.000000,7.631531,0.010000,0.765370,3,0.009506,8
949,0,5,2.371849,40.302369,0.902477,1.000000,7.631531,0.010000,0.690652,3,0.009506,8
950,2,5,2.651357,40.781078,0.902629,1.000000,7.631531,0.010000,0.870852,3,0.009506,8
951,2,5,2.264538,40.895990,0.902997,1.000000,7.631531,0.010000,0.892499,3,0.009506,8
952,1,6,2.636351,40.749665,0.902164,1.000000,7.631531,0.010000,0.921019,3,0.009506,8
953,1,7,2.446399,40.780607,0.902714,1.000000,7.631531,0.010000,1.175112,3,0.009506,8
954,1,7,2.358581,40.840371,0.902570,1.000000,7.631531,0.010000,1.091506,3,0.009506,8
955,0,5,2.133577,40.820226,0.902213,1.000000,7.631531,0.010000,0.901628,3,0.009506,8
956,1,6,2.734792,40.663639,0.902791,1.000000,7.631531,0.010000,1.056011,3,0.009506,8
957,3,1,2.351297,40.684527,0.902169,1.000000,7.631531,0.010000,0.660886,3,0.009506,8
958,0,5,2.542846,40.655145,0.902117,1.000000,7.631531,0.010000,0.929622,3,0.009506,8
959,1,6,2.654739,40.942614,0.902681,1.000000,7.631531,0.010000,1.052957,3,0.009506,8
960,0,4,2.391242,40.890926,0.902502,1.000000,7.631531,0.010000,0.814532,3,0.009506,8
961,0,3,2.294134,40.696987,0.902350,1.000000,7.631531,0.010000,0.700632,3,0.009506,8
962,1,6,2.772756,40.599479,0.902487,1.000000,7.631531,0.010000,0.907725,3,0.009506,8
963,2,5,2.320960,40.813664,0.902560,1.000000,7.631531,0.010000,0.572840,3,0.009506,8
964,0,5,2.550870,40.796116,0.902510,1.000000,7.631531,0.010000,0.546764,3,0.009506,8
965,1,1,2.142409,40.496275,0.902724,1.000000,7.631531,0.010000,0.602523,3,0.009506,8
966,1,0,2.750128,40.548834,0.902587,1.000000,7.631531,0.010000,0.976196,3,0.009506,8
967,0,5,3.159049,40.856459,0.902277,1.000000,7.631531,0.010000,0.684784,3,0.009506,8
968,2,6,2.628858,40.737208,0.902833,1.000000,7.631531,0.010000,0.744162,3,0.009506,8
969,1,0,2.269162,41.077570,0.902176,1.000000,7.631531,0.010000,0.817336,3,0.009506,8
970,1,0,2.524308,40.837837,0.902775,1.000000,7.631531,0.010000,0.867393,3,0.009506,8
971,3,1,2.096609,40.812801,0.902043,1.000000,7.631531,0.010000,0.631114,3,0.009506,8
972,0,2,2.751359,40.667336,0.902132,1.000000,7.631531,0.010000,0.774717,3,0.009506,8
973,0,5,2.640651,40.665929,0.902893,1.000000,7.631531,0.010000,0.664367,3,0.009506,8
974,0,5,2.749405,40.384931,0.902205,1.000000,7.631531,0.010000,0.665491,3,0.009506,8
975,0,4,2.438471,40.424159,0.902518,1.000000,7.631531,0.010000,0.539857,3,0.009506,8
976,0,2,2.748499,40.226091,0.902785,1.000000,7.631531,0.010000,0.766636,3,0.009506,8
977,0,4,2.274431,39.929772,0.902567,1.000000,7.631531,0.010000,0.639918,3,0.009506,8
978,1,6,2.811291,39.890192,0.902495,1.000000,7.631531,0.010000,0.522552,3,0.009506,8
979,0,5,2.661296,40.024151,0.902120,1.000000,7.631531,0.010000,0.649470,3,0.009506,8
980,0,4,2.235165,40.010433,0.902290,1.000000,7.631531,0.010000,0.690643,3,0.009506,8
981,0,3,2.196331,39.885046,0.902743,1.000000,7.631531,0.010000,0.612619,3,0.009506,8
982,2,6,2.499454,39.709737,0.902793,1.000000,7.631531,0.010000,0.625817,3,0.009506,8
983,1,6,2.753134,39.551926,0.902723,1.000000,7.631531,0.010000,0.632742,3,0.009506,8
984,0,2,2.138024,39.633347,0.902492,1.000000,7.631531,0.010000,0.901642,3,0.009506,8
985,1,1,2.384984,39.614370,0.902918,1.000000,7.631531,0.010000,0.784229,3,0.009506,8
986,0,5,2.949663,39.632587,0.902947,1.000000,7.631531,0.010000,0.727217,3,0.009506,8
987,0,5,2.667614,39.498015,0.902056,1.000000,7.631531,0.010000,0.737386,3,0.009506,8
988,0,5,2.601904,39.672556,0.902967,1.000000,7.631531,0.010000,0.736745,3,0.009506,8
989,3,2,2.395101,39.658751,0.902674,1.000000,7.631531,0.010000,0.850422,3,0.009506,8
990,0,4,2.692096,39.703314,0.902564,1.000000,7.631531,0.010000,0.678439,3,0.009506,8
991,0,5,2.795057,39.532499,0.902129,1.000000,7.631531,0.010000,0.442175,3,0.009506,8
992,0,5,2.570627,39.547471,0.902931,1.000000,7.631531,0.010000,0.520707,3,0.009506,8
993,3,1,2.297150,39.912511,0.902820,1.000000,7.631531,0.010000,0.854629,3,0.009506,8
994,2,6,2.592028,40.135196,0.902886,1.000000,7.631531,0.010000,0.563695,3,0.009506,8
995,0,5,2.611415,39.963854,0.902034,1.000000,7.631531,0.010000,0.530440,3,0.009506,8
996,1,6,2.699073,40.371959,0.902445,1.000000,7.631531,0.010000,0.474500,3,0.009506,8
997,1,7,2.244538,40.397069,0.902108,1.000000,7.631531,0.010000,0.547853,3,0.009506,8
998,2,6,2.486962,40.603470,0.902472,1.000000,7.631531,0.010000,0.425563,3,0.009506,8
999,0,4,2.368895,40.455060,0.902480,1.000000,7.631531,0.010000,0.758773,4,0.009087,8
