step,modality,h_phys_norm,h_text_norm,h_fused_norm,pred_error,W_pt_norm,W_tp_norm,belief_norm,free_energy
310,text,0.731023,0.263089,0.436555,0.017470,7.779165,15.000000,0.176102,0.002666
311,text,0.916973,0.252998,0.575699,0.025470,7.776884,15.000000,0.174868,0.004552
312,text,0.747191,0.288705,0.514753,0.020716,7.784060,15.000000,0.180552,0.003316
313,physics,1.052490,0.277579,0.769137,0.017816,7.786475,15.000000,0.194766,0.007390
314,physics,0.680820,0.277579,0.461874,0.007215,7.784173,15.000000,0.185767,0.003146
315,physics,0.764321,0.277579,0.540385,0.011820,7.787029,15.000000,0.180679,0.004115
316,physics,0.794540,0.277579,0.510358,0.010561,7.786392,15.000000,0.174955,0.003707
317,physics,0.763796,0.252998,0.525150,0.011454,7.787746,15.000000,0.178438,0.003545
318,text,0.804739,0.263089,0.550985,0.017363,7.789212,15.000000,0.184971,0.003750
319,physics,0.837476,0.246406,0.530961,0.012616,7.794707,15.000000,0.188631,0.003584
320,physics,0.826587,0.263534,0.551950,0.011813,7.800334,15.000000,0.195990,0.003644
321,text,0.814200,0.252998,0.550553,0.023419,7.802119,15.000000,0.193617,0.004117
322,physics,0.842645,0.277579,0.551816,0.010456,7.799448,15.000000,0.190907,0.004077
323,physics,0.826121,0.263534,0.525726,0.009227,7.800610,15.000000,0.193281,0.003431
324,physics,0.759738,0.277579,0.495456,0.010974,7.801260,15.000000,0.190435,0.003328
325,text,0.764321,0.277579,0.542972,0.029465,7.804753,15.000000,0.190113,0.003912
326,text,0.804332,0.252998,0.511285,0.025632,7.800890,15.000000,0.181050,0.003901
327,text,0.806088,0.252998,0.504411,0.025352,7.803259,15.000000,0.178101,0.003482
328,physics,0.853172,0.263089,0.546605,0.009651,7.802394,15.000000,0.173107,0.004284
329,text,0.842707,0.263534,0.567261,0.019217,7.809905,15.000000,0.171882,0.004447
330,physics,0.759192,0.277579,0.496643,0.009882,7.811619,15.000000,0.171220,0.003234
331,text,0.814637,0.253229,0.487170,0.023130,7.809117,15.000000,0.168679,0.003257
332,text,0.697548,0.253229,0.412599,0.021157,7.809061,15.000000,0.163157,0.002393
333,text,0.851848,0.277579,0.595121,0.037320,7.812602,15.000000,0.171411,0.004460
334,text,0.703117,0.277579,0.477549,0.030979,7.812153,15.000000,0.169443,0.003160
335,text,0.800884,0.252998,0.559866,0.024004,7.814473,15.000000,0.170440,0.004227
336,text,0.763651,0.246406,0.501799,0.036364,7.817387,15.000000,0.158551,0.003875
337,physics,0.813476,0.263534,0.455199,0.015298,7.817599,15.000000,0.150876,0.003153
338,physics,0.759064,0.277935,0.475869,0.011493,7.818535,15.000000,0.147040,0.003280
339,physics,0.797137,0.288705,0.560878,0.013736,7.822491,15.000000,0.150868,0.004251
340,text,0.853759,0.277579,0.567096,0.033352,7.822772,15.000000,0.149018,0.004532
341,physics,0.787277,0.277579,0.518768,0.008691,7.821453,15.000000,0.144404,0.003845
342,physics,0.769330,0.277935,0.529859,0.008407,7.823580,15.000000,0.148399,0.003754
343,physics,0.854917,0.263089,0.612078,0.010362,7.827758,15.000000,0.159904,0.004754
344,text,0.749012,0.263089,0.478198,0.018458,7.831382,15.000000,0.158990,0.003097
345,physics,0.662923,0.263089,0.426091,0.008420,7.832295,15.000000,0.151941,0.002652
346,text,0.863558,0.263089,0.563643,0.025010,7.833086,15.000000,0.152981,0.004394
347,physics,0.668767,0.263089,0.469370,0.010548,7.836726,15.000000,0.152130,0.002975
348,text,0.709852,0.277579,0.434752,0.029860,7.838391,15.000000,0.152929,0.002500
349,physics,0.849138,0.288705,0.571382,0.011774,7.844009,15.000000,0.159940,0.004280
350,text,0.721554,0.277935,0.506247,0.027838,7.846949,15.000000,0.161151,0.003489
351,text,0.888933,0.263089,0.597158,0.022981,7.843823,15.000000,0.169517,0.004499
352,physics,0.768442,0.252998,0.532341,0.011468,7.846533,15.000000,0.174823,0.003564
353,text,0.949306,0.263089,0.543398,0.020178,7.846891,15.000000,0.166036,0.004335
354,physics,0.916916,0.288705,0.576061,0.009806,7.844648,15.000000,0.159384,0.004870
355,text,0.822963,0.252998,0.536173,0.026179,7.850625,15.000000,0.157213,0.004009
356,physics,0.827750,0.277579,0.537128,0.016239,7.854992,15.000000,0.164712,0.003616
357,text,0.700235,0.263534,0.462470,0.021222,7.857482,15.000000,0.166587,0.002733
358,physics,0.778134,0.277935,0.487285,0.013583,7.861598,15.000000,0.162124,0.003313
359,text,0.847377,0.277935,0.590920,0.028086,7.862562,15.000000,0.168806,0.004488
360,text,0.736827,0.250363,0.448699,0.056788,7.862880,15.000000,0.156810,0.003211
361,text,0.793380,0.263089,0.529340,0.024343,7.863496,15.000000,0.152566,0.003946
362,physics,0.831151,0.263089,0.545402,0.008814,7.860903,15.000000,0.158245,0.003725
363,physics,0.811786,0.263089,0.523409,0.010132,7.859844,15.000000,0.154006,0.003957
364,physics,0.769334,0.288705,0.510365,0.011395,7.863257,15.000000,0.150932,0.003670
365,text,0.765890,0.263089,0.489771,0.021142,7.863229,15.000000,0.145944,0.003500
366,physics,0.841755,0.263089,0.538225,0.013742,7.867246,15.000000,0.143888,0.004031
367,physics,0.738384,0.277579,0.502944,0.007453,7.865745,15.000000,0.143166,0.003545
368,text,0.773377,0.277579,0.549960,0.034253,7.864476,15.000000,0.145701,0.004094
369,physics,0.849057,0.277579,0.571279,0.012609,7.867923,15.000000,0.152692,0.004227
370,physics,0.827975,0.252998,0.600475,0.009523,7.870026,15.000000,0.150285,0.005192
371,physics,0.837014,0.277579,0.557086,0.015484,7.873604,15.000000,0.155038,0.004040
372,physics,0.724346,0.263089,0.451736,0.007196,7.869382,15.000000,0.144447,0.003084
373,physics,0.796578,0.263089,0.532500,0.010726,7.869372,15.000000,0.150311,0.003692
374,text,0.766225,0.252998,0.524508,0.016577,7.875379,15.000000,0.149758,0.003760
375,text,0.798775,0.250363,0.549434,0.039649,7.878720,15.000000,0.154368,0.004009
376,text,0.739294,0.263089,0.466649,0.022981,7.878628,15.000000,0.150536,0.003119
377,text,0.858911,0.277935,0.536929,0.027081,7.880776,15.000000,0.150231,0.004003
378,physics,0.685161,0.277579,0.409889,0.008772,7.878032,15.000000,0.142460,0.002505
379,text,0.859046,0.253229,0.464534,0.031836,7.882153,15.000000,0.143343,0.002871
380,text,0.808285,0.288705,0.493285,0.020552,7.880421,15.000000,0.139758,0.003353
381,physics,0.871530,0.246406,0.575167,0.011839,7.883109,15.000000,0.147444,0.004351
382,text,0.831431,0.252998,0.561194,0.023040,7.888269,15.000000,0.148891,0.004249
383,text,0.842719,0.252998,0.589934,0.024172,7.890123,15.000000,0.155752,0.004545
384,text,0.888578,0.277579,0.611545,0.048120,7.891795,15.000000,0.153957,0.005281
385,text,0.798431,0.250363,0.512278,0.046653,7.892173,15.000000,0.153265,0.003473
386,physics,0.908803,0.250363,0.608340,0.017810,7.895182,15.000000,0.159407,0.004806
387,text,0.772905,0.263534,0.519130,0.021440,7.896475,15.000000,0.155631,0.003763
388,physics,0.762618,0.277935,0.543887,0.007290,7.896460,15.000000,0.156578,0.003920
389,text,0.766277,0.277579,0.521951,0.046105,7.897759,15.000000,0.156004,0.003687
390,physics,0.875898,0.263534,0.547893,0.014679,7.904550,15.000000,0.161015,0.003824
391,physics,0.827603,0.259508,0.549898,0.009348,7.902917,15.000000,0.159575,0.004173
392,physics,0.857090,0.277935,0.548966,0.011898,7.906482,15.000000,0.160112,0.003980
393,text,0.833886,0.263089,0.555308,0.020546,7.911361,15.000000,0.158232,0.004320
394,physics,0.869976,0.263534,0.567176,0.012645,7.913302,15.000000,0.155151,0.004607
395,text,0.828585,0.252998,0.602494,0.023687,7.914967,15.000000,0.157472,0.005019
396,physics,0.816877,0.277579,0.523361,0.008989,7.911567,15.000000,0.157900,0.003748
397,text,0.959734,0.277935,0.645949,0.029755,7.914497,15.000000,0.155274,0.005924
398,text,0.733953,0.253229,0.502042,0.025988,7.917316,15.000000,0.157933,0.003246
399,text,0.754642,0.252998,0.486661,0.025543,7.921047,15.000000,0.154831,0.003276
400,text,0.891948,0.246406,0.537241,0.039530,7.994414,15.000000,0.153719,0.003966
401,text,0.834053,0.277935,0.537215,0.044047,7.997540,15.000000,0.158097,0.003774
402,text,0.777493,0.252998,0.519938,0.017690,8.004418,15.000000,0.152665,0.003981
403,text,0.821153,0.250363,0.560435,0.041543,8.006954,15.000000,0.156671,0.004068
404,physics,0.978705,0.277935,0.675829,0.017893,8.014092,15.000000,0.167524,0.005835
405,text,0.809489,0.277579,0.569657,0.065181,8.021607,15.000000,0.175125,0.003936
406,text,0.879778,0.259508,0.579004,0.026230,8.025190,15.000000,0.173374,0.004439
407,text,0.744566,0.250363,0.521989,0.044567,8.029909,15.000000,0.173210,0.003638
408,text,0.842238,0.263534,0.490930,0.022961,8.029839,15.000000,0.167426,0.003417
409,physics,0.816808,0.252998,0.570817,0.011297,8.032592,15.000000,0.162313,0.004642
410,text,0.765910,0.263089,0.542453,0.018699,8.035442,15.000000,0.162516,0.003959
411,physics,0.856200,0.252998,0.544227,0.013926,8.038949,15.000000,0.163078,0.003982
412,physics,0.711633,0.277935,0.504478,0.007280,8.041550,15.000000,0.166537,0.003202
413,text,0.857717,0.263089,0.572861,0.017731,8.044040,15.000000,0.163830,0.004576
414,text,0.693825,0.252998,0.498074,0.021896,8.049853,15.000000,0.163505,0.003345
415,physics,0.937723,0.253229,0.664818,0.024304,8.054744,15.000000,0.176886,0.005534
416,physics,0.892592,0.277935,0.621747,0.016850,8.055361,15.000000,0.185871,0.004692
417,text,0.777390,0.263089,0.553970,0.020686,8.054434,15.000000,0.185911,0.003973
418,text,0.763855,0.277935,0.518930,0.041771,8.056731,15.000000,0.176137,0.003893
419,text,0.740171,0.253229,0.514342,0.021313,8.058314,15.000000,0.165872,0.004013
420,text,0.796545,0.246406,0.529661,0.032335,8.063010,15.000000,0.170258,0.003477
421,physics,0.799857,0.252998,0.533423,0.014344,8.070547,15.000000,0.165978,0.003990
422,physics,0.752706,0.263089,0.478131,0.007674,8.069317,15.000000,0.154913,0.003519
423,physics,0.853721,0.263089,0.625817,0.014254,8.071820,15.000000,0.169949,0.004759
424,text,0.792606,0.263089,0.552580,0.020357,8.078229,15.000000,0.163292,0.004513
425,text,0.729204,0.277935,0.527541,0.039843,8.081644,15.000000,0.164839,0.003735
426,text,0.896519,0.277935,0.647906,0.045575,8.085922,15.000000,0.186224,0.004639
427,text,0.854887,0.277579,0.588092,0.061409,8.086056,15.000000,0.183201,0.004705
428,physics,0.787130,0.277579,0.568029,0.010088,8.090209,15.000000,0.179074,0.004413
429,text,0.745930,0.252998,0.483782,0.025850,8.093955,15.000000,0.172826,0.003239
430,physics,0.856239,0.263089,0.587761,0.017347,8.100811,15.000000,0.163025,0.005062
431,text,0.806274,0.288705,0.508976,0.021221,8.106390,15.000000,0.169257,0.003188
432,physics,0.836934,0.250363,0.588646,0.012350,8.110694,15.000000,0.169835,0.004758
433,physics,0.721432,0.288705,0.490249,0.010022,8.112576,15.000000,0.167414,0.003293
434,text,0.916973,0.252998,0.606304,0.030909,8.110180,15.000000,0.166359,0.005086
435,physics,0.798522,0.277579,0.565787,0.010679,8.113854,15.000000,0.168409,0.004201
436,physics,0.911385,0.259508,0.586275,0.010277,8.114775,15.000000,0.165046,0.004916
437,text,0.818017,0.277579,0.575535,0.057789,8.115731,15.000000,0.176149,0.003954
438,text,0.850421,0.263534,0.574666,0.029088,8.121114,15.000000,0.173512,0.004470
439,physics,0.845204,0.277579,0.622952,0.014561,8.123513,15.000000,0.179444,0.005056
440,text,0.762577,0.253229,0.509755,0.031018,8.124478,15.000000,0.172339,0.003757
441,physics,0.918335,0.250363,0.586807,0.010851,8.123929,15.000000,0.168810,0.004918
442,physics,0.824712,0.288705,0.585484,0.010963,8.125817,15.000000,0.161584,0.005143
443,text,0.740171,0.253229,0.517533,0.025390,8.128068,15.000000,0.153039,0.004038
444,text,0.935882,0.252998,0.657970,0.026662,8.127823,15.000000,0.154393,0.006076
445,physics,0.816572,0.252998,0.540219,0.007550,8.125600,15.000000,0.150057,0.004176
446,physics,0.842735,0.250363,0.540406,0.019421,8.133225,15.000000,0.151778,0.003952
447,text,0.777110,0.277579,0.539412,0.052667,8.133986,15.000000,0.155425,0.003752
448,text,0.939221,0.263089,0.601158,0.028814,8.143586,15.000000,0.153694,0.005144
449,text,0.822007,0.252998,0.524240,0.021588,8.143730,15.000000,0.155437,0.003711
450,text,0.809406,0.277935,0.566653,0.050591,8.143094,15.000000,0.157226,0.004336
451,physics,0.805902,0.263089,0.511924,0.011935,8.141874,15.000000,0.160860,0.003318
452,physics,0.742593,0.250363,0.450344,0.013076,8.148711,15.000000,0.153215,0.002964
453,physics,0.718396,0.288705,0.495916,0.012804,8.156222,15.000000,0.154449,0.003289
454,physics,0.804332,0.252998,0.540048,0.005007,8.152897,15.000000,0.148134,0.004285
455,physics,0.811545,0.277579,0.576364,0.010822,8.153784,15.000000,0.148041,0.004670
456,physics,0.693825,0.252998,0.503163,0.009214,8.160621,15.000000,0.149326,0.003434
457,physics,0.842181,0.252998,0.535491,0.017917,8.163687,15.000000,0.143599,0.004152
458,text,0.923013,0.277579,0.646250,0.070435,8.167445,15.000000,0.154046,0.005486
459,text,0.871664,0.252998,0.603362,0.030318,8.170002,15.000000,0.154877,0.005067
460,text,0.892544,0.277579,0.599749,0.070127,8.174853,15.000000,0.161185,0.004744
461,physics,0.705942,0.252998,0.462003,0.006920,8.174126,15.000000,0.160485,0.002897
462,text,0.853706,0.263089,0.530543,0.025641,8.173891,15.000000,0.149717,0.004309
463,text,0.892592,0.277935,0.629905,0.049901,8.175392,15.000000,0.159336,0.005015
464,text,0.829413,0.263089,0.624711,0.025468,8.181703,15.000000,0.157610,0.005610
465,text,0.843158,0.246406,0.533207,0.049238,8.187085,15.000000,0.160258,0.003761
466,physics,0.873004,0.277579,0.646431,0.024321,8.188914,15.000000,0.161268,0.005780
467,physics,0.757400,0.253229,0.495815,0.010989,8.191960,15.000000,0.159468,0.003354
468,text,0.795829,0.277579,0.543346,0.061657,8.201526,15.000000,0.163354,0.003844
469,physics,0.957975,0.288705,0.719424,0.014418,8.202883,15.000000,0.176778,0.006590
470,text,0.751489,0.277935,0.559896,0.041360,8.205394,15.000000,0.177550,0.004230
471,text,0.815331,0.263089,0.559027,0.021156,8.203680,15.000000,0.168718,0.004629
472,physics,0.842181,0.252998,0.537936,0.018450,8.207677,15.000000,0.163584,0.004123
473,text,0.828002,0.252998,0.539920,0.021224,8.216587,15.000000,0.165563,0.003912
474,text,0.851766,0.252998,0.525146,0.025875,8.224137,15.000000,0.163607,0.003794
475,text,0.778433,0.277935,0.563151,0.047343,8.229496,15.000000,0.166719,0.004219
476,physics,0.738322,0.263534,0.535622,0.008208,8.233953,15.000000,0.168152,0.003800
477,text,0.713051,0.252998,0.503053,0.022723,8.236225,15.000000,0.167331,0.003347
478,text,0.770355,0.259508,0.510593,0.018848,8.236979,15.000000,0.162926,0.003647
479,text,0.808482,0.288705,0.577595,0.025404,8.238618,15.000000,0.154240,0.004892
480,physics,0.820529,0.277579,0.590362,0.014933,8.239080,15.000000,0.159474,0.004629
481,physics,0.621592,0.246406,0.441700,0.013265,8.242914,15.000000,0.161949,0.002469
482,physics,0.866922,0.263089,0.585962,0.011791,8.243561,15.000000,0.157337,0.004930
483,physics,0.867152,0.250363,0.531944,0.014819,8.248752,15.000000,0.161733,0.003660
484,physics,0.874679,0.277579,0.601402,0.013380,8.246479,15.000000,0.156420,0.005166
485,physics,0.734266,0.277579,0.519576,0.011059,8.250508,15.000000,0.161965,0.003338
486,physics,0.739278,0.263089,0.530838,0.010747,8.256813,15.000000,0.161833,0.003823
487,physics,0.813181,0.277935,0.555277,0.011799,8.258185,15.000000,0.156942,0.004423
488,physics,0.737642,0.253229,0.551461,0.009539,8.263228,15.000000,0.148659,0.004536
489,physics,0.687150,0.288705,0.472356,0.006127,8.263015,15.000000,0.147303,0.003078
490,physics,0.698928,0.252998,0.493130,0.009012,8.264208,15.000000,0.138315,0.003699
491,physics,0.771720,0.252998,0.537999,0.009699,8.271391,15.000000,0.145705,0.003752
492,physics,0.808748,0.277935,0.541914,0.017261,8.276693,15.000000,0.146671,0.004060
493,physics,0.718038,0.263089,0.520308,0.014345,8.285876,15.000000,0.148207,0.003660
494,text,0.819803,0.246406,0.555033,0.049084,8.289203,15.000000,0.146090,0.004282
495,physics,0.916009,0.288705,0.628737,0.016030,8.290940,15.000000,0.144425,0.005686
496,physics,0.796207,0.246406,0.551490,0.013765,8.296587,15.000000,0.148752,0.004027
497,physics,0.721554,0.277935,0.532886,0.016684,8.303478,15.000000,0.152114,0.003818
498,text,0.707095,0.252998,0.479486,0.028672,8.305299,15.000000,0.153790,0.003047
499,text,0.760142,0.263534,0.508966,0.027942,8.310206,15.000000,0.152512,0.003582
500,physics,0.712244,0.252998,0.486385,0.009344,8.450556,15.000000,0.149168,0.003373
501,physics,0.786380,0.252998,0.536405,0.010837,8.452193,15.000000,0.153669,0.003794
502,text,0.792554,0.253229,0.535072,0.036796,8.449105,15.000000,0.147332,0.004286
503,physics,0.816854,0.277935,0.599930,0.014220,8.452148,15.000000,0.151202,0.004912
504,text,0.756094,0.259508,0.547148,0.019432,8.452202,15.000000,0.151782,0.004082
505,physics,0.916400,0.277935,0.633253,0.012408,8.449384,15.000000,0.143959,0.005912
506,text,0.751886,0.277579,0.549161,0.049359,8.450378,15.000000,0.141901,0.004282
507,physics,0.978705,0.277935,0.699560,0.021158,8.460133,15.000000,0.143664,0.006773
508,physics,0.852444,0.246406,0.584953,0.015446,8.465652,15.000000,0.148190,0.004643
509,text,0.727270,0.277579,0.475651,0.042997,8.473281,15.000000,0.145252,0.003162
510,physics,0.832859,0.277935,0.598929,0.019862,8.478143,15.000000,0.159288,0.004396
511,physics,0.789338,0.277579,0.525231,0.012265,8.479814,15.000000,0.161343,0.003700
512,text,0.849138,0.288705,0.610228,0.022235,8.487727,15.000000,0.163785,0.005123
513,physics,0.915745,0.246406,0.572910,0.019896,8.493676,15.000000,0.159969,0.004682
514,text,0.859900,0.277935,0.610673,0.040247,8.496828,15.000000,0.155667,0.005335
515,text,0.898928,0.252998,0.647436,0.032447,8.503878,15.000000,0.153948,0.005829
516,text,1.001985,0.277935,0.695932,0.034962,8.502858,15.000000,0.155248,0.006821
517,text,0.711633,0.277935,0.519784,0.033288,8.507267,15.000000,0.160556,0.003415
518,text,0.959250,0.252998,0.633323,0.031737,8.512721,15.000000,0.166505,0.005267
519,text,0.817744,0.253229,0.617239,0.038510,8.515153,15.000000,0.165284,0.005191
520,text,0.825794,0.252998,0.549051,0.036781,8.517616,15.000000,0.160172,0.004213
521,physics,0.799703,0.250363,0.516722,0.009153,8.519605,15.000000,0.161846,0.003546
522,text,0.743678,0.246406,0.517104,0.059129,8.524480,15.000000,0.158587,0.003767
523,physics,0.785309,0.246406,0.528396,0.012766,8.527125,15.000000,0.164381,0.003521
524,physics,0.794244,0.277579,0.561729,0.011193,8.529457,15.000000,0.157327,0.004607
525,text,0.825357,0.288705,0.568029,0.026107,8.530814,15.000000,0.154518,0.004554
526,physics,0.878860,0.288705,0.633566,0.016339,8.532597,15.000000,0.156610,0.005502
527,physics,0.714054,0.263089,0.465452,0.012111,8.535991,15.000000,0.151520,0.003115
528,physics,0.846560,0.263089,0.604928,0.014375,8.545258,15.000000,0.160591,0.004725
529,physics,0.759724,0.259508,0.543836,0.006373,8.544884,15.000000,0.154114,0.004319
530,physics,0.755217,0.252998,0.538514,0.011033,8.544339,15.000000,0.149525,0.004174
531,physics,0.827521,0.259508,0.569983,0.012080,8.550080,15.000000,0.147752,0.004614
532,text,0.626713,0.288705,0.447202,0.028009,8.549209,15.000000,0.148266,0.002654
533,text,0.813467,0.252998,0.613836,0.025771,8.551399,15.000000,0.154211,0.005131
