step,modality,h_phys_norm,h_text_norm,h_fused_norm,pred_error,W_pt_norm,W_tp_norm,belief_norm,free_energy
1649,physics,0.917871,0.277579,0.691164,0.048301,15.000000,15.000000,0.159901,0.007133
1650,physics,0.992243,0.253229,0.790741,0.076366,15.000000,15.000000,0.172004,0.008168
1651,physics,0.779271,0.277579,0.599866,0.036757,15.000000,15.000000,0.167641,0.005055
1652,text,0.698631,0.288705,0.588549,0.027316,15.000000,15.000000,0.170753,0.004542
1653,text,0.731609,0.246406,0.562470,0.057651,15.000000,15.000000,0.169797,0.004429
1654,physics,0.856913,0.277579,0.649517,0.063822,15.000000,15.000000,0.167510,0.005943
1655,physics,0.944507,0.277579,0.722023,0.065299,15.000000,15.000000,0.169048,0.007337
1656,physics,0.791936,0.263089,0.596930,0.109352,15.000000,15.000000,0.169863,0.004837
1657,text,0.875367,0.277579,0.700769,0.056562,15.000000,15.000000,0.176220,0.006548
1658,physics,0.759985,0.277579,0.587341,0.055938,15.000000,15.000000,0.175786,0.004700
1659,text,0.771810,0.277579,0.575878,0.047789,15.000000,15.000000,0.168680,0.004915
1660,physics,0.870435,0.263089,0.649568,0.041408,15.000000,15.000000,0.163365,0.006203
1661,physics,0.871664,0.252998,0.678487,0.051866,15.000000,15.000000,0.170758,0.006115
1662,text,0.862759,0.277579,0.644179,0.055147,15.000000,15.000000,0.169339,0.005774
1663,text,0.764675,0.252998,0.583966,0.044096,15.000000,15.000000,0.168827,0.004673
1664,physics,0.817951,0.252998,0.627945,0.109374,15.000000,15.000000,0.163854,0.005729
1665,text,0.710496,0.253229,0.549306,0.032291,15.000000,15.000000,0.167135,0.003991
1666,physics,0.782317,0.288705,0.595866,0.021350,15.000000,15.000000,0.158055,0.005341
1667,text,0.801146,0.288705,0.626004,0.028219,15.000000,15.000000,0.159721,0.005345
1668,text,0.765658,0.246406,0.591349,0.045941,15.000000,15.000000,0.155528,0.005068
1669,physics,0.751002,0.263534,0.558443,0.042750,15.000000,15.000000,0.157066,0.004150
1670,text,0.763015,0.277579,0.624577,0.050325,15.000000,15.000000,0.163426,0.005061
1671,text,0.812598,0.277579,0.662683,0.057972,15.000000,15.000000,0.160852,0.006261
1672,text,0.833177,0.263089,0.649444,0.034856,15.000000,15.000000,0.155337,0.006181
1673,physics,0.965965,0.277579,0.774588,0.051765,15.000000,15.000000,0.166158,0.007915
1674,physics,0.752175,0.277935,0.557298,0.034641,15.000000,15.000000,0.166425,0.004146
1675,physics,0.908045,0.277579,0.710787,0.044465,15.000000,15.000000,0.170007,0.006900
1676,text,0.881965,0.263089,0.681343,0.034626,15.000000,15.000000,0.172429,0.006341
1677,physics,0.837014,0.277579,0.658237,0.083219,15.000000,15.000000,0.173137,0.005880
1678,text,0.747854,0.277579,0.567005,0.050841,15.000000,15.000000,0.167258,0.004558
1679,physics,0.837893,0.263089,0.673412,0.034039,15.000000,15.000000,0.165285,0.006511
1680,text,0.833845,0.250363,0.647178,0.054992,15.000000,15.000000,0.167679,0.005794
1681,physics,0.796674,0.277935,0.656591,0.066195,15.000000,15.000000,0.179333,0.005354
1682,text,0.851843,0.263089,0.650464,0.034547,15.000000,15.000000,0.182812,0.005644
1683,physics,0.777628,0.277935,0.574768,0.036484,15.000000,15.000000,0.177122,0.004637
1684,text,0.746982,0.252998,0.542092,0.031731,15.000000,15.000000,0.176129,0.003893
1685,text,0.896462,0.252998,0.674041,0.029507,15.000000,15.000000,0.180275,0.006096
1686,text,0.802380,0.263089,0.578150,0.034300,15.000000,15.000000,0.174889,0.004733
1687,text,0.714637,0.252998,0.528821,0.027028,15.000000,15.000000,0.175875,0.003676
1688,physics,0.856158,0.288705,0.654669,0.035187,15.000000,15.000000,0.170820,0.006199
1689,text,0.812882,0.277579,0.624472,0.053674,15.000000,15.000000,0.172583,0.005273
1690,text,0.889401,0.252998,0.724539,0.037786,15.000000,15.000000,0.181851,0.006851
1691,physics,0.863105,0.263089,0.673349,0.095165,15.000000,15.000000,0.181564,0.006430
1692,text,0.894566,0.288705,0.708548,0.022591,15.000000,15.000000,0.176072,0.007199
1693,text,0.859836,0.277579,0.673815,0.061500,15.000000,15.000000,0.192839,0.005342
1694,physics,0.885481,0.230921,0.628636,0.038780,15.000000,15.000000,0.186095,0.005679
1695,physics,0.863558,0.263089,0.669292,0.029091,15.000000,15.000000,0.185247,0.006229
1696,physics,0.841256,0.277935,0.638566,0.065164,15.000000,15.000000,0.189191,0.005386
1697,text,0.800987,0.277579,0.615790,0.050474,15.000000,15.000000,0.184208,0.005422
1698,physics,0.845832,0.263089,0.659340,0.076820,15.000000,15.000000,0.177917,0.006285
1699,physics,0.773444,0.250363,0.597999,0.017576,14.997779,15.000000,0.182546,0.004549
1700,physics,0.875646,0.253229,0.649557,0.075513,15.000000,15.000000,0.185678,0.005637
1701,text,0.680347,0.277579,0.523847,0.055492,15.000000,15.000000,0.184134,0.003716
1702,physics,0.742655,0.252998,0.563714,0.049185,15.000000,15.000000,0.184720,0.004195
1703,text,0.751002,0.263534,0.559995,0.029830,15.000000,15.000000,0.182594,0.004249
1704,physics,0.719219,0.252998,0.589191,0.095671,15.000000,15.000000,0.182516,0.004745
1705,physics,0.873004,0.277579,0.715859,0.175378,15.000000,15.000000,0.184061,0.007085
1706,text,0.801154,0.277579,0.618465,0.061233,15.000000,15.000000,0.186977,0.004980
1707,text,0.793141,0.277935,0.613170,0.025934,15.000000,15.000000,0.182002,0.005508
1708,text,0.819215,0.277935,0.672670,0.035467,15.000000,15.000000,0.187187,0.005988
1709,text,0.744141,0.259508,0.575710,0.017979,15.000000,15.000000,0.184057,0.004635
1710,physics,0.681088,0.277935,0.551676,0.015282,15.000000,15.000000,0.179947,0.004335
1711,physics,0.796952,0.252998,0.641020,0.032829,15.000000,15.000000,0.174782,0.005962
1712,text,0.810695,0.277579,0.624765,0.050712,15.000000,15.000000,0.165192,0.005768
1713,physics,0.719400,0.277579,0.569679,0.040376,15.000000,15.000000,0.163293,0.004631
1714,text,0.765707,0.263534,0.587698,0.031266,15.000000,15.000000,0.164863,0.004739
1715,text,0.691584,0.263089,0.552275,0.029636,15.000000,15.000000,0.167886,0.004081
1716,text,0.724780,0.277579,0.583379,0.050807,15.000000,15.000000,0.168676,0.004680
1717,text,0.739023,0.263089,0.585488,0.028010,15.000000,15.000000,0.168707,0.004675
1718,physics,0.759985,0.277579,0.589476,0.054206,15.000000,15.000000,0.162528,0.004993
1719,text,0.758831,0.253229,0.574228,0.036986,15.000000,15.000000,0.161010,0.004595
1720,text,0.691645,0.246406,0.500106,0.041685,15.000000,15.000000,0.160142,0.003448
1721,physics,0.909381,0.277935,0.730937,0.022656,14.998031,15.000000,0.158370,0.007498
1722,physics,0.834200,0.263089,0.650897,0.048683,15.000000,15.000000,0.161245,0.005781
1723,physics,0.707340,0.252998,0.544342,0.049334,15.000000,15.000000,0.155833,0.004308
1724,physics,0.851299,0.277579,0.667696,0.050054,15.000000,15.000000,0.155828,0.006354
1725,physics,0.876084,0.277579,0.707164,0.093703,15.000000,15.000000,0.154904,0.007177
1726,text,0.801104,0.250363,0.582617,0.059812,15.000000,15.000000,0.151379,0.004858
1727,text,0.788249,0.263534,0.595341,0.035455,15.000000,15.000000,0.158380,0.004597
1728,physics,0.781781,0.250363,0.605065,0.036474,15.000000,15.000000,0.163831,0.004937
1729,physics,0.827658,0.288705,0.636619,0.024089,15.000000,15.000000,0.160808,0.005769
1730,physics,0.763651,0.246406,0.587382,0.075286,15.000000,15.000000,0.158930,0.004864
1731,physics,0.896462,0.252998,0.675978,0.049998,15.000000,15.000000,0.160382,0.006277
1732,text,0.913899,0.277579,0.732547,0.068613,15.000000,15.000000,0.176096,0.006818
1733,physics,0.832098,0.263089,0.644445,0.048727,15.000000,15.000000,0.178938,0.005568
1734,physics,0.854582,0.277579,0.703638,0.100848,15.000000,15.000000,0.194147,0.006172
1735,text,0.624457,0.288705,0.501083,0.025254,15.000000,15.000000,0.185730,0.003665
1736,physics,0.808748,0.277935,0.615986,0.083824,15.000000,15.000000,0.185134,0.005185
1737,text,0.894743,0.277579,0.733980,0.064396,15.000000,15.000000,0.195613,0.006965
1738,text,0.753148,0.252998,0.567358,0.035339,14.997960,15.000000,0.194903,0.004209
1739,physics,0.837014,0.277579,0.660519,0.085010,15.000000,15.000000,0.188887,0.006179
1740,text,0.778990,0.277935,0.606950,0.033670,15.000000,15.000000,0.190089,0.004930
1741,physics,0.845566,0.252998,0.660213,0.050984,15.000000,15.000000,0.185570,0.006330
1742,physics,0.955319,0.252998,0.790229,0.133560,15.000000,15.000000,0.187560,0.008658
1743,physics,0.765658,0.246406,0.593277,0.055267,15.000000,15.000000,0.184290,0.004955
1744,text,0.909790,0.253229,0.665006,0.036838,15.000000,15.000000,0.168334,0.007062
1745,text,0.927850,0.252998,0.729840,0.037286,15.000000,15.000000,0.174638,0.007296
1746,text,0.680820,0.277579,0.545716,0.062626,15.000000,15.000000,0.163262,0.004556
1747,text,0.718686,0.246406,0.507954,0.043958,15.000000,15.000000,0.161302,0.003533
1748,text,0.833845,0.250363,0.649107,0.044575,15.000000,15.000000,0.162752,0.005888
1749,text,0.854189,0.263089,0.638479,0.035221,15.000000,15.000000,0.161986,0.005742
1750,text,0.865195,0.277935,0.668740,0.032505,15.000000,15.000000,0.172643,0.005683
1751,physics,0.826757,0.263089,0.606595,0.040345,15.000000,15.000000,0.169893,0.005168
1752,physics,0.842207,0.277935,0.661230,0.035783,15.000000,15.000000,0.165256,0.006217
1753,physics,0.735344,0.263089,0.587910,0.049453,15.000000,15.000000,0.165642,0.004681
1754,text,0.743553,0.252998,0.561940,0.027681,15.000000,15.000000,0.156108,0.004786
1755,text,0.889450,0.288705,0.693273,0.031900,15.000000,15.000000,0.151046,0.006998
1756,physics,0.772262,0.252998,0.594835,0.028144,15.000000,15.000000,0.146283,0.005270
1757,physics,0.727037,0.277579,0.577474,0.022099,15.000000,15.000000,0.153757,0.004336
1758,text,0.846061,0.277579,0.655601,0.057293,15.000000,15.000000,0.159720,0.005766
1759,physics,0.860640,0.252998,0.670928,0.021107,15.000000,15.000000,0.151131,0.006769
1760,text,0.810589,0.252998,0.603887,0.026031,15.000000,15.000000,0.154732,0.004959
1761,text,0.843417,0.263089,0.629743,0.023951,15.000000,15.000000,0.161997,0.005127
1762,physics,0.871779,0.288705,0.671652,0.022492,15.000000,15.000000,0.157488,0.006655
1763,text,0.927317,0.277579,0.701013,0.062689,15.000000,15.000000,0.157191,0.006995
1764,text,0.792569,0.277935,0.617495,0.031651,15.000000,15.000000,0.162653,0.005093
1765,text,0.871120,0.263089,0.694227,0.030850,15.000000,15.000000,0.165511,0.006590
1766,text,0.819284,0.277579,0.634532,0.058718,14.999396,15.000000,0.158059,0.005858
1767,physics,0.794713,0.277935,0.631712,0.071633,15.000000,15.000000,0.161872,0.005288
1768,text,0.737355,0.263089,0.562145,0.029263,15.000000,15.000000,0.161333,0.004401
1769,physics,0.770435,0.288705,0.619309,0.061044,15.000000,15.000000,0.171670,0.004875
1770,physics,0.833517,0.263089,0.671577,0.085730,15.000000,15.000000,0.168077,0.006178
1771,text,1.035132,0.263089,0.797311,0.036366,15.000000,15.000000,0.177446,0.008394
1772,physics,0.716619,0.259508,0.535133,0.050962,15.000000,15.000000,0.174176,0.003983
1773,text,0.829696,0.277935,0.652957,0.033590,15.000000,15.000000,0.179851,0.005650
1774,physics,0.783093,0.277935,0.606700,0.100080,15.000000,15.000000,0.176748,0.005143
1775,physics,0.709257,0.277579,0.563459,0.022055,15.000000,15.000000,0.181413,0.003956
1776,text,0.767371,0.252998,0.594549,0.027133,15.000000,15.000000,0.186821,0.004413
1777,text,0.817933,0.277935,0.607415,0.030580,15.000000,15.000000,0.185066,0.004994
1778,text,0.864343,0.250363,0.668021,0.055628,15.000000,15.000000,0.187687,0.005970
1779,physics,0.726048,0.277579,0.567720,0.040742,15.000000,15.000000,0.180358,0.004683
1780,physics,0.728038,0.277935,0.538228,0.027391,14.999270,15.000000,0.172325,0.004270
1781,physics,0.790816,0.250363,0.590157,0.020337,14.998815,15.000000,0.176216,0.004475
1782,text,0.767060,0.288705,0.598670,0.027072,14.999283,15.000000,0.180666,0.004521
1783,text,0.790804,0.288705,0.607670,0.019801,15.000000,15.000000,0.167322,0.005678
1784,text,0.846302,0.263089,0.661900,0.029354,15.000000,15.000000,0.170410,0.006005
1785,text,0.807392,0.288705,0.661967,0.028902,15.000000,15.000000,0.175384,0.005714
1786,text,0.864397,0.277935,0.664756,0.028600,14.999915,15.000000,0.178895,0.006028
1787,text,0.967273,0.277579,0.767773,0.071366,15.000000,15.000000,0.186033,0.007821
1788,text,0.853753,0.252998,0.646419,0.028393,15.000000,15.000000,0.195390,0.005121
1789,physics,0.826587,0.263534,0.662643,0.104187,15.000000,15.000000,0.189445,0.006168
1790,physics,0.749387,0.252998,0.574115,0.028300,15.000000,15.000000,0.178197,0.004895
1791,text,0.840257,0.263089,0.628000,0.028094,15.000000,15.000000,0.164657,0.005906
1792,text,0.749506,0.252998,0.583334,0.024135,15.000000,15.000000,0.172500,0.004185
1793,text,0.736183,0.277579,0.560885,0.055887,15.000000,15.000000,0.168882,0.004438
1794,text,0.819781,0.252998,0.634191,0.029022,15.000000,15.000000,0.174864,0.005141
1795,text,0.721937,0.277579,0.588688,0.053921,14.999256,15.000000,0.168191,0.005035
1796,physics,0.673349,0.288705,0.541736,0.052716,15.000000,15.000000,0.163111,0.004190
1797,text,0.746646,0.288705,0.607327,0.028716,14.998039,15.000000,0.162716,0.005173
1798,physics,0.680347,0.277579,0.525620,0.023575,15.000000,15.000000,0.156559,0.003946
1799,text,0.788256,0.288705,0.640172,0.024826,15.000000,15.000000,0.159814,0.005635
1800,text,0.792371,0.288705,0.645625,0.028201,15.000000,15.000000,0.171417,0.005232
1801,physics,0.852701,0.277579,0.683669,0.023672,15.000000,15.000000,0.165554,0.006735
1802,text,0.749012,0.263089,0.579340,0.034314,15.000000,15.000000,0.160850,0.004806
1803,physics,0.808342,0.288705,0.638009,0.017858,14.999107,15.000000,0.153724,0.005971
1804,physics,0.867485,0.277579,0.654299,0.071504,15.000000,15.000000,0.150049,0.006231
1805,physics,0.960856,0.263089,0.760753,0.096944,15.000000,15.000000,0.148540,0.008308
1806,text,0.703117,0.277579,0.563100,0.053051,15.000000,15.000000,0.154595,0.004177
1807,physics,0.849215,0.252998,0.683231,0.038076,15.000000,15.000000,0.165430,0.005940
1808,physics,0.897690,0.277579,0.722140,0.070462,15.000000,15.000000,0.168759,0.007128
1809,text,0.736796,0.252998,0.566513,0.038993,15.000000,15.000000,0.164140,0.004499
1810,text,0.824856,0.263089,0.628314,0.034797,15.000000,15.000000,0.162355,0.005572
1811,text,0.843225,0.263089,0.654370,0.031398,14.999622,15.000000,0.156585,0.006227
1812,text,0.846058,0.250363,0.631885,0.053239,15.000000,15.000000,0.162620,0.005236
1813,text,0.859836,0.277579,0.677914,0.060062,15.000000,15.000000,0.175691,0.005747
1814,physics,0.845905,0.246406,0.644956,0.029583,14.996714,15.000000,0.177340,0.005528
1815,physics,0.816572,0.252998,0.616090,0.018840,14.995501,15.000000,0.171622,0.005434
1816,text,0.816420,0.263089,0.638732,0.036032,15.000000,15.000000,0.171723,0.005653
1817,text,0.760378,0.277579,0.592083,0.057507,15.000000,15.000000,0.153848,0.005600
1818,physics,0.804475,0.246406,0.604805,0.029148,15.000000,15.000000,0.158705,0.004919
1819,text,0.635722,0.277579,0.492835,0.054285,15.000000,15.000000,0.151448,0.003605
1820,physics,0.837552,0.253229,0.668261,0.027396,14.999090,15.000000,0.155640,0.006105
1821,text,0.977562,0.277579,0.801209,0.072879,15.000000,15.000000,0.169606,0.008529
1822,physics,0.925627,0.250363,0.666114,0.025131,14.999036,15.000000,0.162452,0.006490
1823,physics,0.876084,0.277579,0.710176,0.103686,15.000000,15.000000,0.149842,0.007619
1824,text,0.775997,0.277579,0.601686,0.048789,15.000000,15.000000,0.146275,0.005283
1825,text,0.775726,0.277579,0.613238,0.053395,15.000000,15.000000,0.144940,0.005405
1826,physics,0.683115,0.288705,0.523568,0.042766,15.000000,15.000000,0.146790,0.003692
1827,text,0.797278,0.288705,0.632426,0.040938,15.000000,15.000000,0.151466,0.005386
1828,text,0.845825,0.263534,0.653626,0.040360,15.000000,15.000000,0.151846,0.005994
1829,physics,0.851259,0.263089,0.661483,0.055990,15.000000,15.000000,0.151508,0.006172
1830,physics,0.709645,0.288705,0.539123,0.025029,15.000000,15.000000,0.152110,0.003976
1831,physics,0.776026,0.252998,0.598228,0.071778,15.000000,15.000000,0.151955,0.005017
1832,physics,0.737173,0.263089,0.558129,0.023093,15.000000,15.000000,0.153014,0.004253
1833,physics,0.751537,0.288705,0.574490,0.020209,14.998686,15.000000,0.142977,0.005016
1834,text,0.785452,0.277579,0.624232,0.068783,15.000000,15.000000,0.147125,0.005382
1835,physics,0.752436,0.246406,0.568347,0.052763,15.000000,15.000000,0.145749,0.004491
1836,text,0.732258,0.252998,0.539106,0.037475,15.000000,15.000000,0.145238,0.004040
1837,text,0.655141,0.259508,0.511219,0.019846,15.000000,15.000000,0.146597,0.003503
1838,text,0.737885,0.263534,0.593883,0.034262,15.000000,15.000000,0.155084,0.004475
1839,text,0.771720,0.252998,0.607328,0.027868,15.000000,15.000000,0.159817,0.004896
1840,text,0.863558,0.263089,0.673833,0.036589,15.000000,15.000000,0.159561,0.006425
1841,physics,0.827658,0.288705,0.639892,0.023217,15.000000,15.000000,0.153684,0.005888
1842,physics,0.853172,0.263089,0.667202,0.028277,15.000000,15.000000,0.143374,0.006730
1843,text,0.758092,0.277935,0.588516,0.034817,15.000000,15.000000,0.147392,0.004659
1844,text,0.796663,0.277579,0.620824,0.052780,15.000000,15.000000,0.139440,0.005730
1845,text,0.857759,0.263089,0.673627,0.021920,15.000000,15.000000,0.149479,0.006028
1846,physics,0.762366,0.246406,0.559769,0.026882,15.000000,15.000000,0.143853,0.004610
1847,text,0.817951,0.252998,0.632899,0.032484,15.000000,15.000000,0.143204,0.005734
1848,physics,0.931493,0.277579,0.755964,0.030150,15.000000,15.000000,0.156545,0.007624
1849,text,0.923013,0.277579,0.733773,0.070931,15.000000,15.000000,0.155951,0.007670
1850,text,0.736242,0.263089,0.544100,0.029127,15.000000,15.000000,0.153688,0.004223
1851,text,0.824438,0.252998,0.647820,0.024056,15.000000,15.000000,0.162227,0.005480
1852,physics,0.745472,0.288705,0.590509,0.020088,15.000000,15.000000,0.156650,0.005009
1853,physics,0.735402,0.252998,0.546150,0.022687,15.000000,15.000000,0.154080,0.004188
1854,text,0.815986,0.259508,0.661899,0.023250,15.000000,15.000000,0.154549,0.006117
1855,physics,0.858523,0.277579,0.674796,0.057756,15.000000,15.000000,0.160454,0.006171
1856,text,0.872771,0.263089,0.639335,0.031401,15.000000,15.000000,0.158456,0.005796
1857,text,0.798563,0.263089,0.613499,0.027618,15.000000,15.000000,0.160000,0.005145
1858,text,0.810589,0.252998,0.606757,0.026047,15.000000,15.000000,0.148885,0.005637
1859,physics,0.812424,0.252998,0.604843,0.054334,15.000000,15.000000,0.152556,0.005055
1860,physics,0.812424,0.252998,0.604934,0.054213,15.000000,15.000000,0.164255,0.004658
1861,text,0.827583,0.263534,0.663654,0.030197,15.000000,15.000000,0.170709,0.005770
1862,text,0.902881,0.277579,0.688370,0.059216,15.000000,15.000000,0.169221,0.006628
1863,text,0.861418,0.277579,0.676257,0.070439,15.000000,15.000000,0.160974,0.006801
1864,physics,0.800987,0.277579,0.621039,0.067866,15.000000,15.000000,0.154896,0.005637
1865,text,0.780841,0.277579,0.608891,0.058262,15.000000,15.000000,0.145771,0.005535
1866,text,0.855349,0.277579,0.664895,0.057682,15.000000,15.000000,0.151808,0.005966
1867,physics,0.972444,0.250363,0.732751,0.066071,15.000000,15.000000,0.161408,0.007221
1868,text,0.714196,0.263089,0.568478,0.027465,15.000000,15.000000,0.154885,0.004652
1869,physics,0.740727,0.277935,0.608913,0.051297,15.000000,15.000000,0.157862,0.005009
1870,physics,0.858121,0.252998,0.665884,0.103913,15.000000,15.000000,0.165587,0.005866
1871,text,0.843897,0.263089,0.672867,0.031532,15.000000,15.000000,0.162808,0.006402
1872,physics,0.820662,0.263089,0.604259,0.018412,14.997882,15.000000,0.156246,0.005310
1873,physics,0.866210,0.252998,0.656593,0.221321,15.000000,15.000000,0.165415,0.005608
1874,text,0.844009,0.263089,0.635818,0.029459,15.000000,15.000000,0.163316,0.005771
1875,physics,0.789832,0.277579,0.645841,0.024727,15.000000,15.000000,0.161682,0.005831
1876,text,0.845832,0.263089,0.659845,0.026135,15.000000,15.000000,0.163885,0.006002
1877,physics,0.762510,0.277935,0.583684,0.024018,15.000000,15.000000,0.166666,0.004524
1878,physics,0.893293,0.263089,0.728215,0.097447,15.000000,15.000000,0.162593,0.007373
1879,text,0.751919,0.252998,0.608479,0.027521,15.000000,15.000000,0.163521,0.005014
1880,text,0.855349,0.277579,0.662628,0.063994,15.000000,15.000000,0.172897,0.005600
1881,physics,0.689851,0.288705,0.525917,0.032501,15.000000,15.000000,0.167831,0.003768
1882,text,0.836281,0.277935,0.652308,0.034544,15.000000,15.000000,0.169975,0.005753
1883,text,0.732773,0.277579,0.576676,0.061484,15.000000,15.000000,0.164990,0.004731
1884,physics,0.800187,0.263089,0.622657,0.049922,15.000000,15.000000,0.151323,0.005957
1885,text,0.740409,0.277935,0.571040,0.029386,15.000000,15.000000,0.156173,0.004280
1886,physics,0.839699,0.288705,0.658626,0.027278,15.000000,15.000000,0.152778,0.006088
1887,physics,0.843288,0.252998,0.656267,0.039597,15.000000,15.000000,0.163498,0.005516
1888,text,0.799642,0.263089,0.647626,0.030065,15.000000,15.000000,0.169149,0.005346
1889,text,0.890974,0.277579,0.710193,0.061353,15.000000,15.000000,0.167498,0.006942
1890,text,0.811205,0.263089,0.668702,0.031727,15.000000,15.000000,0.166185,0.006168
1891,physics,0.833192,0.277579,0.640208,0.026473,14.999617,15.000000,0.161382,0.005850
1892,physics,0.820265,0.288705,0.662026,0.084791,15.000000,15.000000,0.169802,0.005642
1893,text,0.855142,0.263089,0.671636,0.032630,15.000000,15.000000,0.174264,0.006010
1894,physics,0.691645,0.246406,0.501749,0.018637,15.000000,15.000000,0.170129,0.003484
1895,physics,0.835000,0.252998,0.646648,0.054140,15.000000,15.000000,0.167549,0.005751
1896,text,0.742655,0.252998,0.565991,0.024783,15.000000,15.000000,0.163572,0.004455
1897,physics,0.860640,0.252998,0.672248,0.020144,15.000000,15.000000,0.161913,0.006418
1898,text,0.853172,0.263089,0.666173,0.026399,15.000000,15.000000,0.154947,0.006499
1899,physics,0.788695,0.277935,0.630486,0.052346,15.000000,15.000000,0.157689,0.005403
1900,physics,0.729428,0.277579,0.566641,0.024934,15.000000,15.000000,0.161935,0.004185
1901,text,0.763364,0.263089,0.543861,0.030482,14.994893,15.000000,0.157012,0.004172
1902,text,0.880057,0.250363,0.658109,0.050004,15.000000,15.000000,0.159628,0.005999
1903,text,0.823186,0.277579,0.636769,0.067229,15.000000,15.000000,0.166221,0.005302
1904,physics,0.792047,0.277935,0.610080,0.014284,14.996037,15.000000,0.168194,0.004975
1905,text,0.766953,0.288705,0.630899,0.029372,15.000000,15.000000,0.173869,0.005160
1906,physics,0.842205,0.277579,0.661249,0.026307,15.000000,15.000000,0.170546,0.006155
1907,text,0.959250,0.252998,0.720041,0.032113,15.000000,15.000000,0.171579,0.007125
1908,physics,0.709186,0.263089,0.514795,0.017349,14.999419,15.000000,0.164562,0.003744
1909,physics,0.759724,0.259508,0.595847,0.013638,14.998460,15.000000,0.162055,0.004943
1910,physics,0.716103,0.277935,0.587283,0.048912,15.000000,15.000000,0.172524,0.004087
1911,text,0.857717,0.263089,0.659420,0.030235,15.000000,15.000000,0.171400,0.005950
1912,physics,0.909790,0.253229,0.667942,0.057394,15.000000,15.000000,0.165670,0.006553
1913,text,0.952587,0.263089,0.766692,0.034974,15.000000,15.000000,0.170313,0.008023
1914,physics,0.860010,0.252998,0.669348,0.035714,15.000000,15.000000,0.173915,0.005823
1915,physics,0.959250,0.252998,0.720285,0.059116,15.000000,15.000000,0.173341,0.007143
1916,physics,0.912861,0.253229,0.689712,0.098541,15.000000,15.000000,0.177439,0.006276
1917,physics,0.875494,0.277935,0.653428,0.019262,14.996742,15.000000,0.172208,0.006055
1918,text,0.916916,0.288705,0.698740,0.030951,14.992974,15.000000,0.151937,0.007642
1919,physics,0.787263,0.252998,0.615555,0.020383,14.992105,15.000000,0.149922,0.005368
1920,physics,0.869259,0.246406,0.667770,0.032708,14.996159,15.000000,0.150030,0.006217
1921,text,0.830334,0.277579,0.678522,0.077411,15.000000,15.000000,0.152887,0.006146
1922,text,0.949431,0.252998,0.727467,0.030333,15.000000,15.000000,0.162214,0.006992
1923,physics,0.694881,0.288705,0.541281,0.013867,14.997281,15.000000,0.154700,0.004153
1924,text,0.892634,0.252998,0.667261,0.025981,15.000000,15.000000,0.151041,0.006317
1925,physics,0.821582,0.277935,0.669337,0.100727,15.000000,15.000000,0.158873,0.005824
1926,physics,0.778261,0.253229,0.575454,0.020859,14.998351,15.000000,0.161976,0.004186
1927,text,0.846360,0.252998,0.636765,0.026913,14.996284,15.000000,0.163943,0.005441
1928,text,0.850666,0.252998,0.670425,0.025031,15.000000,15.000000,0.160212,0.006304
1929,text,0.743173,0.263089,0.567263,0.019884,14.999053,15.000000,0.161686,0.004248
1930,text,0.763651,0.246406,0.588589,0.039830,15.000000,15.000000,0.149445,0.005155
1931,physics,0.779676,0.277935,0.598714,0.019997,14.999063,15.000000,0.155966,0.004703
1932,physics,0.743873,0.263534,0.558737,0.040390,15.000000,15.000000,0.142578,0.004892
1933,physics,0.960700,0.259508,0.742777,0.072983,15.000000,15.000000,0.142263,0.007722
1934,physics,0.747445,0.246406,0.586764,0.040745,15.000000,15.000000,0.141024,0.004808
1935,text,0.779634,0.277579,0.628835,0.069660,14.997913,15.000000,0.139159,0.005643
1936,text,0.752968,0.277579,0.591309,0.069179,15.000000,15.000000,0.141573,0.004805
1937,text,0.887474,0.263089,0.684057,0.026463,15.000000,15.000000,0.138912,0.006729
1938,text,0.760463,0.250363,0.568434,0.039975,15.000000,15.000000,0.133018,0.004740
1939,text,0.792733,0.253229,0.559144,0.025417,15.000000,15.000000,0.131422,0.004382
1940,physics,0.895453,0.277579,0.712874,0.059951,15.000000,15.000000,0.138938,0.007079
1941,text,0.841992,0.252998,0.658287,0.024871,15.000000,15.000000,0.149143,0.005678
1942,physics,0.758697,0.277935,0.612882,0.069683,15.000000,15.000000,0.161203,0.004675
1943,physics,0.818409,0.253229,0.635709,0.034368,15.000000,15.000000,0.150605,0.005907
1944,text,0.848148,0.263089,0.675826,0.031214,15.000000,15.000000,0.147003,0.006507
1945,physics,0.791134,0.277579,0.614624,0.060873,15.000000,15.000000,0.150803,0.005122
1946,text,0.858121,0.252998,0.665561,0.025165,15.000000,15.000000,0.164900,0.005652
1947,physics,0.857530,0.253229,0.645723,0.034553,15.000000,15.000000,0.162647,0.005886
1948,text,0.791087,0.277935,0.584450,0.031970,15.000000,15.000000,0.162354,0.004679
1949,physics,0.841235,0.288705,0.703437,0.077192,15.000000,15.000000,0.166833,0.006460
1950,text,0.779596,0.252998,0.632805,0.031399,15.000000,15.000000,0.165466,0.005515
1951,text,0.853593,0.252998,0.664213,0.027984,15.000000,15.000000,0.165635,0.006027
1952,text,0.829139,0.288705,0.664471,0.026113,15.000000,15.000000,0.174315,0.005647
1953,text,0.813515,0.263089,0.621004,0.023745,15.000000,15.000000,0.165992,0.005543
1954,text,0.740759,0.288705,0.577765,0.019389,15.000000,15.000000,0.160323,0.004817
