step,nav_action,nav_action_name,action_vec_norm,free_energy,prediction_error,confidence,obs_norm,pos_before,pos_after,wrapped,beta,info_gain,text_preview
1422,2,fast_forward,1.342500,18.667363,0.571453,0.917509,0.200124,13312,13824,0,0.436492,0.755330,ucture of its sensor
1423,4,stay,1.340050,18.652262,0.571263,0.917441,0.200124,13824,13824,0,0.436096,0.572460,ucture of its sensor
1424,1,backward,2.062708,18.757809,0.579670,0.916463,0.215574,13824,13696,0,0.435700,0.781296,haracter streams. Th
1425,2,fast_forward,1.557869,18.813100,0.597226,0.918220,0.254678,13696,14208,0,0.435304,0.283914,ctor. Evaluation of
1426,2,fast_forward,1.919116,18.608253,0.557743,0.917300,0.168851,14208,14720,0,0.434908,0.656028,h an information-gai
1427,1,backward,1.581705,18.777440,0.568187,0.916928,0.197942,14720,14592,0,0.434512,0.567125,nd bounded predictio
1428,3,fast_backward,2.163915,18.928337,0.580674,0.917283,0.198817,14592,14080,0,0.434116,0.515386,xed-dim observation
1429,3,fast_backward,1.492569,19.300601,0.574650,0.917958,0.191645,14080,13568,0,0.433720,0.461531,tem. The ZeroDataMod
1430,2,fast_forward,1.783918,19.097169,0.580213,0.917422,0.198817,13568,14080,0,0.433324,0.530045,xed-dim observation
1431,0,forward,1.022918,19.132257,0.596854,0.917621,0.254678,14080,14208,0,0.432928,0.552277,ctor. Evaluation of
1432,0,forward,1.713538,19.147751,0.555014,0.917239,0.175441,14208,14336,0,0.432532,0.532871,statistics of the te
1433,2,fast_forward,1.827614,18.918005,0.579090,0.917220,0.214403,14336,14848,0,0.432136,0.578097,s or re-read passage
1434,1,backward,2.004512,18.860546,0.556114,0.917460,0.168851,14848,14720,0,0.431740,0.869574,h an information-gai
1435,0,forward,1.350898,18.555318,0.577996,0.917124,0.214403,14720,14848,0,0.431344,0.447536,s or re-read passage
1436,0,forward,1.228101,18.453855,0.571966,0.916886,0.206793,14848,14976,0,0.430948,0.625193,e comes next. Active
1437,2,fast_forward,1.831280,18.242466,0.567493,0.917486,0.209899,14976,15488,0,0.430552,0.513309,ief about the world
1438,0,forward,1.729117,18.210898,0.601193,0.917972,0.249726,15488,15616,0,0.430156,0.545137,agent reads a strea
1439,2,fast_forward,1.595841,18.016857,0.571481,0.917666,0.197962,15616,16128,0,0.429760,0.532273,language model. It m
1440,2,fast_forward,1.878308,18.173468,0.569654,0.917109,0.215157,16128,16640,0,0.429364,0.607619,"es over time, the mo"
1441,0,forward,1.460262,18.295888,0.548494,0.916679,0.160017,16640,16768,0,0.428968,0.496541,"ror, confidence, and"
1442,4,stay,1.445085,18.328769,0.546207,0.916808,0.160017,16768,16768,0,0.428572,0.581067,"ror, confidence, and"
1443,1,backward,1.786304,18.080769,0.565200,0.917390,0.215157,16768,16640,0,0.428176,0.337011,"es over time, the mo"
1444,2,fast_forward,1.750215,17.897446,0.580144,0.917459,0.224842,16640,17152,0,0.427780,0.489146,ive the model to see
1445,3,fast_backward,1.478447,18.002933,0.566673,0.916991,0.215157,17152,16640,0,0.427384,0.571156,"es over time, the mo"
1446,4,stay,1.936585,18.076819,0.567223,0.916805,0.215157,16640,16640,0,0.426988,0.581299,"es over time, the mo"
1447,4,stay,1.503027,18.075563,0.567758,0.917024,0.215157,16640,16640,0,0.426592,0.608631,"es over time, the mo"
1448,0,forward,1.799257,18.444271,0.547363,0.916463,0.160017,16640,16768,0,0.426196,0.476209,"ror, confidence, and"
1449,0,forward,1.857094,18.370992,0.573152,0.917656,0.196066,16768,16896,0,0.425800,0.501244,ee-energy curve with
1450,0,forward,1.573159,18.501941,0.551157,0.917126,0.176040,16896,17024,0,0.425404,0.547686,". In Phase E, the mo"
1451,1,backward,1.864351,18.573695,0.572401,0.917407,0.196066,17024,16896,0,0.425008,0.603118,ee-energy curve with
1452,1,backward,1.598314,18.437112,0.544834,0.916671,0.160017,16896,16768,0,0.424612,0.555459,"ror, confidence, and"
1453,3,fast_backward,1.339776,18.550565,0.559089,0.917142,0.186502,16768,16256,0,0.424216,0.497770,racked view over a p
1454,3,fast_backward,1.685578,18.575059,0.586640,0.917038,0.247085,16256,15744,0,0.423820,0.432409,ate. As the model le
1455,3,fast_backward,1.432353,18.656017,0.600465,0.917281,0.257778,15744,15232,0,0.423424,0.491698,"s, the free energy r"
1456,1,backward,1.593531,18.528130,0.573213,0.917469,0.215427,15232,15104,0,0.423028,0.376688,to minimise free en
1457,0,forward,1.642689,18.648833,0.602752,0.917561,0.257778,15104,15232,0,0.422632,0.328327,"s, the free energy r"
1458,2,fast_forward,1.728649,18.653326,0.592482,0.917138,0.247085,15232,15744,0,0.422236,0.465366,ate. As the model le
1459,2,fast_forward,1.296249,18.500204,0.565371,0.917162,0.186502,15744,16256,0,0.421840,0.447692,racked view over a p
1460,3,fast_backward,1.389274,18.373609,0.593392,0.917462,0.247085,16256,15744,0,0.421444,0.399769,ate. As the model le
1461,0,forward,1.328126,18.297232,0.579977,0.917727,0.200565,15744,15872,0,0.421048,0.437750,on of structure in a
1462,3,fast_backward,1.847720,18.498275,0.580991,0.917151,0.220823,15872,15360,0,0.420652,0.326300,"stics of the text, f"
1463,3,fast_backward,1.451439,18.419304,0.581882,0.917036,0.214403,15360,14848,0,0.420256,0.540626,s or re-read passage
1464,1,backward,2.067786,18.289523,0.559205,0.917368,0.168851,14848,14720,0,0.419860,0.531027,h an information-gai
1465,1,backward,1.280972,18.170092,0.569241,0.917252,0.197942,14720,14592,0,0.419464,0.376137,nd bounded predictio
1466,2,fast_forward,1.469483,18.344260,0.576725,0.917378,0.215427,14592,15104,0,0.419068,0.395171,to minimise free en
1467,3,fast_backward,1.510561,18.421877,0.569499,0.917092,0.197942,15104,14592,0,0.418672,0.360883,nd bounded predictio
1468,3,fast_backward,1.634952,18.420366,0.582245,0.917465,0.198817,14592,14080,0,0.418276,0.279490,xed-dim observation
1469,2,fast_forward,1.244123,18.592679,0.569349,0.917306,0.197942,14080,14592,0,0.417880,0.447889,nd bounded predictio
1470,2,fast_forward,1.722308,18.895089,0.576689,0.917732,0.215427,14592,15104,0,0.417484,0.473721,to minimise free en
1471,2,fast_forward,1.759802,19.078003,0.603413,0.917521,0.249726,15104,15616,0,0.417088,0.585897,agent reads a strea
1472,3,fast_backward,1.562573,19.073640,0.578786,0.917225,0.215427,15616,15104,0,0.416692,0.314012,to minimise free en
1473,0,forward,1.520496,19.143113,0.607470,0.917133,0.257778,15104,15232,0,0.416296,0.299415,"s, the free energy r"
1474,4,stay,1.525250,19.164235,0.608952,0.917135,0.257778,15232,15232,0,0.415900,0.392141,"s, the free energy r"
1475,3,fast_backward,1.298428,19.083683,0.563180,0.917150,0.168851,15232,14720,0,0.415504,0.586220,h an information-gai
1476,0,forward,1.123315,19.201395,0.584129,0.917326,0.214403,14720,14848,0,0.415108,0.286501,s or re-read passage
1477,4,stay,1.276190,19.449983,0.584097,0.917072,0.214403,14848,14848,0,0.414712,0.527956,s or re-read passage
1478,3,fast_backward,1.734149,19.681427,0.559247,0.917718,0.175441,14848,14336,0,0.414316,0.648217,statistics of the te
1479,0,forward,1.691403,19.586825,0.564473,0.916741,0.177662,14336,14464,0,0.413920,0.737791,provide additional
1480,1,backward,1.874189,19.283257,0.556761,0.917037,0.175441,14464,14336,0,0.413524,0.646830,statistics of the te
1481,3,fast_backward,1.501916,19.072700,0.572967,0.917449,0.200124,14336,13824,0,0.413128,0.409173,ucture of its sensor
1482,4,stay,1.993971,19.162173,0.572915,0.917677,0.200124,13824,13824,0,0.412732,0.675852,ucture of its sensor
1483,1,backward,1.620408,19.012873,0.581297,0.916765,0.215574,13824,13696,0,0.412336,0.682534,haracter streams. Th
1484,4,stay,1.593527,19.073588,0.581636,0.916644,0.215574,13696,13696,0,0.411940,0.544146,haracter streams. Th
1485,0,forward,1.237605,19.207396,0.573655,0.917485,0.200124,13696,13824,0,0.411544,0.615908,ucture of its sensor
1486,2,fast_forward,1.812465,19.301359,0.556251,0.917215,0.175441,13824,14336,0,0.411148,0.614399,statistics of the te
1487,2,fast_forward,1.133112,19.188789,0.580577,0.917134,0.214403,14336,14848,0,0.410752,0.380142,s or re-read passage
1488,1,backward,1.729265,19.039920,0.557997,0.917478,0.168851,14848,14720,0,0.410356,0.541358,h an information-gai
1489,2,fast_forward,1.630174,18.894118,0.604201,0.917119,0.257778,14720,15232,0,0.409960,0.446318,"s, the free energy r"
1490,2,fast_forward,1.683628,18.905147,0.594108,0.917448,0.247085,15232,15744,0,0.409564,0.425808,ate. As the model le
1491,0,forward,1.434968,18.936076,0.581004,0.917558,0.200565,15744,15872,0,0.409168,0.541449,on of structure in a
1492,1,backward,1.519161,18.937287,0.595343,0.917220,0.247085,15872,15744,0,0.408772,0.600766,ate. As the model le
1493,0,forward,1.466036,18.963454,0.582075,0.917571,0.200565,15744,15872,0,0.408376,0.539401,on of structure in a
1494,1,backward,1.574494,18.950991,0.596453,0.917306,0.247085,15872,15744,0,0.407980,0.492502,ate. As the model le
1495,3,fast_backward,1.859315,19.036705,0.609271,0.917439,0.257778,15744,15232,0,0.407584,0.633367,"s, the free energy r"
1496,1,backward,1.563518,19.041234,0.582617,0.917460,0.215427,15232,15104,0,0.407188,0.467377,to minimise free en
1497,1,backward,1.732939,19.330514,0.580290,0.916880,0.206793,15104,14976,0,0.406792,0.268103,e comes next. Active
1498,3,fast_backward,1.760994,19.168136,0.567449,0.917202,0.177662,14976,14464,0,0.406396,0.402102,provide additional
1499,3,fast_backward,1.554223,19.524708,0.569464,0.916674,0.188260,14464,13952,0,0.406000,0.470615,model reads fixed-le
1500,3,fast_backward,1.773409,19.543028,0.583006,0.917490,0.218122,13952,13440,0,0.405604,0.433492,"of the text, free en"
1501,1,backward,1.988733,19.337073,0.605666,0.917859,0.249848,13440,13312,0,0.405208,0.678607,free energy reflect
1502,4,stay,1.688002,19.057282,0.606919,0.917646,0.249848,13312,13312,0,0.404812,0.274890,free energy reflect
1503,0,forward,1.167913,18.796785,0.585872,0.917359,0.218122,13312,13440,0,0.404416,0.376763,"of the text, free en"
1504,2,fast_forward,1.421521,18.697244,0.571533,0.916658,0.188260,13440,13952,0,0.404020,0.321138,model reads fixed-le
1505,1,backward,1.559717,18.502100,0.579153,0.917342,0.200124,13952,13824,0,0.403624,0.355271,ucture of its sensor
1506,3,fast_backward,1.625512,18.584150,0.607114,0.917555,0.249848,13824,13312,0,0.403228,0.674134,free energy reflect
1507,1,backward,1.847078,18.704604,0.587697,0.917372,0.222642,13312,13184,0,0.402832,0.666780,"nimise free energy,"
1508,1,backward,1.830249,18.792775,0.579499,0.916579,0.198331,13184,13056,0,0.402436,0.340611,vector. Active infer
1509,1,backward,1.334143,18.657084,0.583214,0.917331,0.191578,13056,12928,0,0.402040,0.441994,fixed-dim observatio
1510,0,forward,1.502972,18.717579,0.578313,0.917011,0.198331,12928,13056,0,0.401644,0.413275,vector. Active infer
1511,0,forward,1.331715,18.628029,0.586393,0.917460,0.222642,13056,13184,0,0.401248,0.493595,"nimise free energy,"
1512,0,forward,1.141195,18.813617,0.607416,0.917265,0.249848,13184,13312,0,0.400852,0.491907,free energy reflect
1513,2,fast_forward,1.571206,19.026016,0.580396,0.917433,0.200124,13312,13824,0,0.400456,0.337857,ucture of its sensor
1514,1,backward,1.423002,18.973159,0.587214,0.916703,0.215574,13824,13696,0,0.400060,0.204642,haracter streams. Th
1515,4,stay,1.509145,18.720812,0.587247,0.917064,0.215574,13696,13696,0,0.399664,0.351771,haracter streams. Th
1516,2,fast_forward,1.512455,18.464238,0.605144,0.917634,0.254678,13696,14208,0,0.399268,0.445819,ctor. Evaluation of
1517,4,stay,1.443765,18.236499,0.606624,0.917832,0.254678,14208,14208,0,0.398872,0.666506,ctor. Evaluation of
1518,4,stay,1.730005,18.053035,0.608031,0.917652,0.254678,14208,14208,0,0.398476,0.464343,ctor. Evaluation of
1519,1,backward,1.695303,17.979032,0.592603,0.917563,0.198817,14208,14080,0,0.398080,0.474802,xed-dim observation
1520,3,fast_backward,1.303020,18.093685,0.586737,0.917755,0.191645,14080,13568,0,0.397684,0.479629,tem. The ZeroDataMod
1521,3,fast_backward,1.706033,18.186306,0.581801,0.917090,0.198331,13568,13056,0,0.397288,0.220868,vector. Active infer
1522,2,fast_forward,1.572140,18.236697,0.585223,0.917756,0.191645,13056,13568,0,0.396892,0.488417,tem. The ZeroDataMod
1523,1,backward,1.746877,18.200255,0.587282,0.917654,0.218122,13568,13440,0,0.396496,0.381503,"of the text, free en"
1524,3,fast_backward,1.768793,18.167773,0.584863,0.917727,0.191578,13440,12928,0,0.396100,0.775913,fixed-dim observatio
1525,1,backward,1.700842,18.345012,0.577096,0.916664,0.195961,12928,12800,0,0.395704,0.473854,e model reads fixed-
1526,1,backward,1.507800,18.503892,0.584512,0.917396,0.212453,12800,12672,0,0.395308,0.319845,eline; the active re
1527,0,forward,1.546535,18.417508,0.576521,0.916735,0.195961,12672,12800,0,0.394912,0.750748,e model reads fixed-
1528,3,fast_backward,1.507052,18.310488,0.579869,0.917815,0.198617,12800,12288,0,0.394516,0.309615,discover the struct
1529,1,backward,1.690902,18.308298,0.582558,0.916516,0.207896,12288,12160,0,0.394120,0.340409,om raw pixel or char
1530,3,fast_backward,1.262016,18.359038,0.568837,0.917135,0.198246,12160,11648,0,0.393724,0.374875,"me, the model is lea"
1531,4,stay,1.754901,18.067623,0.568556,0.917029,0.198246,11648,11648,0,0.393328,0.484590,"me, the model is lea"
1532,4,stay,1.272222,17.931861,0.568316,0.917285,0.198246,11648,11648,0,0.392932,0.609092,"me, the model is lea"
1533,4,stay,1.365557,18.073161,0.568111,0.916932,0.198246,11648,11648,0,0.392536,0.593952,"me, the model is lea"
1534,3,fast_backward,1.240742,18.037714,0.582846,0.917460,0.212097,11648,11136,0,0.392140,0.512943,lays the passive rea
1535,1,backward,1.439312,18.215440,0.580437,0.917764,0.205078,11136,11008,0,0.391744,0.525391,curiosity could driv
1536,4,stay,1.247137,18.198936,0.580538,0.917282,0.205078,11008,11008,0,0.391348,0.362538,curiosity could driv
1537,2,fast_forward,1.429938,18.062979,0.609326,0.918042,0.260909,11008,11520,0,0.390952,0.405029,ck always produces t
1538,0,forward,1.581150,18.047456,0.569666,0.917310,0.198246,11520,11648,0,0.390556,0.182501,"me, the model is lea"
1539,0,forward,1.647049,18.015352,0.562670,0.916588,0.168822,11648,11776,0,0.390160,0.579576,"dence, and action di"
1540,4,stay,1.458239,17.720246,0.560826,0.916496,0.168822,11776,11776,0,0.389764,0.346923,"dence, and action di"
1541,2,fast_forward,1.528608,17.593837,0.575569,0.917811,0.198617,11776,12288,0,0.389368,0.405657,discover the struct
1542,4,stay,1.274000,17.433253,0.575302,0.917862,0.198617,12288,12288,0,0.388972,0.554695,discover the struct
1543,2,fast_forward,1.829732,17.698009,0.572771,0.916569,0.195961,12288,12800,0,0.388576,0.627079,e model reads fixed-
1544,4,stay,1.596032,17.597854,0.572695,0.917022,0.195961,12800,12800,0,0.388180,0.377329,e model reads fixed-
1545,2,fast_forward,1.761333,17.497681,0.603759,0.917341,0.249848,12800,13312,0,0.387784,0.578200,free energy reflect
1546,4,stay,1.230547,17.361342,0.605154,0.917400,0.249848,13312,13312,0,0.387388,0.615255,free energy reflect
1547,0,forward,1.512512,17.689453,0.584351,0.917909,0.218122,13312,13440,0,0.386992,0.316340,"of the text, free en"
1548,2,fast_forward,1.411931,17.696543,0.570748,0.916943,0.188260,13440,13952,0,0.386596,0.500757,model reads fixed-le
1549,3,fast_backward,1.561414,17.767564,0.584172,0.917625,0.218122,13952,13440,0,0.386200,0.495773,"of the text, free en"
1550,2,fast_forward,1.894061,17.909942,0.570600,0.916847,0.188260,13440,13952,0,0.385804,0.614049,model reads fixed-le
1551,0,forward,1.602264,17.813590,0.586771,0.917345,0.198817,13952,14080,0,0.385408,0.450556,xed-dim observation
1552,3,fast_backward,1.735468,17.806430,0.580985,0.917484,0.191645,14080,13568,0,0.385012,0.541754,tem. The ZeroDataMod
1553,3,fast_backward,1.459791,17.721222,0.576096,0.916940,0.198331,13568,13056,0,0.384616,0.445191,vector. Active infer
1554,2,fast_forward,1.557375,17.443117,0.580363,0.917625,0.191645,13056,13568,0,0.384220,0.587583,tem. The ZeroDataMod
1555,0,forward,1.651667,17.640698,0.584884,0.916603,0.215574,13568,13696,0,0.383824,0.425864,haracter streams. Th
1556,0,forward,1.176063,17.542383,0.576738,0.917601,0.200124,13696,13824,0,0.383428,0.583436,ucture of its sensor
1557,2,fast_forward,1.911909,17.257045,0.559147,0.917210,0.175441,13824,14336,0,0.383032,0.318271,statistics of the te
1558,0,forward,1.488805,17.165779,0.565030,0.917066,0.177662,14336,14464,0,0.382636,0.428138,provide additional
1559,4,stay,1.294269,17.209805,0.564152,0.916798,0.177662,14464,14464,0,0.382240,0.603753,provide additional
1560,4,stay,1.595640,17.292773,0.563366,0.917047,0.177662,14464,14464,0,0.381844,0.390450,provide additional
1561,0,forward,1.634872,17.268522,0.569456,0.916962,0.197942,14464,14592,0,0.381448,0.427346,nd bounded predictio
1562,3,fast_backward,1.712571,17.242923,0.582871,0.917687,0.198817,14592,14080,0,0.381052,0.559155,xed-dim observation
1563,0,forward,1.658973,17.587077,0.599090,0.917349,0.254678,14080,14208,0,0.380656,0.251925,ctor. Evaluation of
1564,2,fast_forward,1.134270,17.634760,0.559947,0.917483,0.168851,14208,14720,0,0.380260,0.615668,h an information-gai
1565,3,fast_backward,1.422933,17.734928,0.599900,0.917290,0.254678,14720,14208,0,0.379864,0.424037,ctor. Evaluation of
1566,1,backward,1.608498,17.882538,0.585577,0.917728,0.198817,14208,14080,0,0.379468,0.517034,xed-dim observation
1567,3,fast_backward,1.562174,18.003812,0.579523,0.917737,0.191645,14080,13568,0,0.379072,0.396734,tem. The ZeroDataMod
1568,2,fast_forward,1.807377,18.092156,0.585265,0.917534,0.198817,13568,14080,0,0.378676,0.552364,xed-dim observation
1569,3,fast_backward,1.624604,18.310898,0.579220,0.917779,0.191645,14080,13568,0,0.378280,0.456475,tem. The ZeroDataMod
1570,4,stay,1.252762,18.140945,0.578936,0.917662,0.191645,13568,13568,0,0.377884,0.558797,tem. The ZeroDataMod
1571,0,forward,1.400172,18.102235,0.584136,0.916601,0.215574,13568,13696,0,0.377488,0.312308,haracter streams. Th
1572,4,stay,1.662249,18.227852,0.584485,0.916508,0.215574,13696,13696,0,0.377092,0.449052,haracter streams. Th
1573,2,fast_forward,1.466556,18.483360,0.601826,0.917420,0.254678,13696,14208,0,0.376696,0.432848,ctor. Evaluation of
1574,1,backward,1.341338,18.607168,0.587121,0.917324,0.198817,14208,14080,0,0.376300,0.351468,xed-dim observation
1575,1,backward,1.746803,18.455259,0.570745,0.916753,0.188260,14080,13952,0,0.375904,0.488468,model reads fixed-le
1576,0,forward,1.385396,18.460569,0.586709,0.917538,0.198817,13952,14080,0,0.375508,0.487787,xed-dim observation
1577,4,stay,1.365709,18.737338,0.586675,0.917692,0.198817,14080,14080,0,0.375112,0.530027,xed-dim observation
1578,1,backward,1.416213,18.623259,0.570333,0.916587,0.188260,14080,13952,0,0.374716,0.606631,model reads fixed-le
1579,1,backward,1.685145,18.787626,0.576499,0.917471,0.200124,13952,13824,0,0.374320,0.479872,ucture of its sensor
1580,3,fast_backward,1.447188,19.011266,0.605813,0.917480,0.249848,13824,13312,0,0.373924,0.528760,free energy reflect
1581,0,forward,1.570116,19.076150,0.584466,0.917907,0.218122,13312,13440,0,0.373528,0.583099,"of the text, free en"
1582,1,backward,1.390374,18.874996,0.607329,0.917376,0.249848,13440,13312,0,0.373132,0.647768,free energy reflect
1583,3,fast_backward,1.199242,18.868215,0.576519,0.916772,0.195961,13312,12800,0,0.372736,0.456932,e model reads fixed-
1584,3,fast_backward,1.195489,18.898670,0.579572,0.917667,0.198617,12800,12288,0,0.372340,0.581865,discover the struct
1585,2,fast_forward,1.454862,18.835924,0.575837,0.916457,0.195961,12288,12800,0,0.371944,0.694684,e model reads fixed-
1586,3,fast_backward,1.682042,18.908978,0.578753,0.917727,0.198617,12800,12288,0,0.371548,0.688197,discover the struct
1587,3,fast_backward,1.769532,18.759371,0.561248,0.916414,0.168822,12288,11776,0,0.371152,0.548058,"dence, and action di"
1588,2,fast_forward,1.586552,18.718392,0.576157,0.917718,0.198617,11776,12288,0,0.370756,0.591584,discover the struct
1589,2,fast_forward,1.737495,18.981830,0.573390,0.917076,0.195961,12288,12800,0,0.370360,0.539656,e model reads fixed-
1590,1,backward,1.182642,19.107368,0.580096,0.917388,0.212453,12800,12672,0,0.369964,0.634723,eline; the active re
1591,3,fast_backward,1.627960,19.095895,0.580429,0.916513,0.207896,12672,12160,0,0.369568,0.607642,om raw pixel or char
1592,0,forward,1.686370,18.969236,0.576052,0.917663,0.198617,12160,12288,0,0.369172,0.585600,discover the struct
1593,2,fast_forward,1.582230,19.080113,0.573247,0.916663,0.195961,12288,12800,0,0.368776,0.555037,e model reads fixed-
1594,3,fast_backward,1.370149,19.012959,0.575689,0.917958,0.198617,12800,12288,0,0.368380,0.414312,discover the struct
1595,3,fast_backward,1.500699,18.713015,0.558862,0.916544,0.168822,12288,11776,0,0.367984,0.436882,"dence, and action di"
1596,0,forward,1.726400,18.629626,0.572608,0.917568,0.188113,11776,11904,0,0.367588,0.355764,curve with stable co
1597,0,forward,1.881554,18.519092,0.574311,0.918394,0.184648,11904,12032,0,0.367192,0.861690,lf-organising system
1598,1,backward,1.584808,18.289123,0.571625,0.917258,0.188113,12032,11904,0,0.366796,0.697799,curve with stable co
1599,4,stay,1.650937,18.004119,0.571336,0.917506,0.188113,11904,11904,0,0.366400,0.609089,curve with stable co
1600,1,backward,1.383969,18.008608,0.555820,0.916856,0.168822,11904,11776,0,0.366004,0.409361,"dence, and action di"
1601,4,stay,1.443883,18.087678,0.554546,0.916742,0.168822,11776,11776,0,0.365608,0.491558,"dence, and action di"
1602,0,forward,1.209392,18.278342,0.568349,0.917504,0.188113,11776,11904,0,0.365212,0.521826,curve with stable co
1603,3,fast_backward,1.394360,18.434768,0.573621,0.917342,0.187022,11904,11392,0,0.364816,0.373755,ncoder maps each blo
1604,3,fast_backward,1.238774,18.516305,0.560292,0.917665,0.184111,11392,10880,0,0.364420,0.530728,ative observations.
1605,2,fast_forward,1.718997,18.208679,0.573407,0.917427,0.187022,10880,11392,0,0.364024,0.406586,ncoder maps each blo
1606,0,forward,1.184288,18.303027,0.601271,0.918163,0.260909,11392,11520,0,0.363628,0.483643,ck always produces t
1607,0,forward,1.507796,18.265890,0.561665,0.917118,0.198246,11520,11648,0,0.363232,0.381199,"me, the model is lea"
1608,4,stay,1.429767,18.404066,0.561838,0.916976,0.198246,11648,11648,0,0.362836,0.459323,"me, the model is lea"
1609,0,forward,1.646900,18.406404,0.555627,0.916822,0.168822,11648,11776,0,0.362440,0.486505,"dence, and action di"
1610,3,fast_backward,1.577227,18.290102,0.566858,0.916999,0.197953,11776,11264,0,0.362044,0.467513,w over a plain-text
1611,2,fast_forward,1.742409,18.242262,0.554787,0.916490,0.168822,11264,11776,0,0.361648,0.479546,"dence, and action di"
1612,0,forward,1.443152,18.035377,0.568626,0.917530,0.188113,11776,11904,0,0.361252,0.405158,curve with stable co
1613,2,fast_forward,1.408480,18.045228,0.554401,0.917370,0.178816,11904,12416,0,0.360856,0.422171,"E, the model was ex"
1614,3,fast_backward,1.780346,17.924579,0.568286,0.917363,0.188113,12416,11904,0,0.360460,0.382681,curve with stable co
1615,2,fast_forward,1.394001,17.943594,0.554049,0.917081,0.178816,11904,12416,0,0.360064,0.464869,"E, the model was ex"
1616,0,forward,1.869745,17.815097,0.579147,0.917026,0.219217,12416,12544,0,0.359668,0.556622,del to seek unfamili
1617,4,stay,1.737249,17.829416,0.579872,0.916884,0.219217,12544,12544,0,0.359272,0.433366,del to seek unfamili
1618,1,backward,1.430115,17.922055,0.555411,0.917196,0.178816,12544,12416,0,0.358876,0.453399,"E, the model was ex"
1619,2,fast_forward,1.429057,17.874837,0.575072,0.917445,0.191578,12416,12928,0,0.358480,0.477358,fixed-dim observatio
1620,4,stay,1.422545,17.953638,0.575267,0.917431,0.191578,12928,12928,0,0.358084,0.486093,fixed-dim observatio
1621,1,backward,1.608519,17.976828,0.569304,0.916737,0.195961,12928,12800,0,0.357688,0.292688,e model reads fixed-
1622,0,forward,1.793013,17.906278,0.575796,0.917220,0.191578,12800,12928,0,0.357292,0.487865,fixed-dim observatio
1623,1,backward,1.089050,17.946132,0.569780,0.916467,0.195961,12928,12800,0,0.356896,0.452447,e model reads fixed-
1624,4,stay,1.655715,18.248589,0.570050,0.916711,0.195961,12800,12800,0,0.356500,0.476306,e model reads fixed-
1625,1,backward,1.558465,17.926365,0.576047,0.917372,0.212453,12800,12672,0,0.356104,0.337953,eline; the active re
1626,1,backward,1.632766,18.108749,0.582497,0.917376,0.219217,12672,12544,0,0.355708,0.292724,del to seek unfamili
1627,3,fast_backward,1.610692,18.238041,0.574037,0.917876,0.184648,12544,12032,0,0.355312,0.501918,lf-organising system
1628,2,fast_forward,1.468824,18.404756,0.582517,0.917211,0.219217,12032,12544,0,0.354916,0.508797,del to seek unfamili
1629,0,forward,1.312074,18.314410,0.577456,0.917450,0.212453,12544,12672,0,0.354520,0.336884,eline; the active re
1630,1,backward,1.769936,18.530732,0.583469,0.917225,0.219217,12672,12544,0,0.354124,0.465168,del to seek unfamili
1631,4,stay,1.701834,18.685523,0.584029,0.917210,0.219217,12544,12544,0,0.353728,0.473279,del to seek unfamili
1632,3,fast_backward,1.556713,18.870966,0.575775,0.918002,0.184648,12544,12032,0,0.353332,0.498608,lf-organising system
1633,2,fast_forward,1.462256,18.414192,0.583951,0.917140,0.219217,12032,12544,0,0.352936,0.297469,del to seek unfamili
1634,0,forward,1.730199,18.514028,0.579311,0.917239,0.212453,12544,12672,0,0.352540,0.320304,eline; the active re
1635,2,fast_forward,1.018191,18.483898,0.582886,0.917390,0.222642,12672,13184,0,0.352144,0.329644,"nimise free energy,"
1636,2,fast_forward,1.383146,18.440687,0.585035,0.916577,0.215574,13184,13696,0,0.351748,0.459704,haracter streams. Th
1637,0,forward,1.621133,18.697039,0.576074,0.917571,0.200124,13696,13824,0,0.351352,0.499007,ucture of its sensor
1638,4,stay,1.470500,18.453712,0.576105,0.917470,0.200124,13824,13824,0,0.350956,0.394982,ucture of its sensor
1639,0,forward,1.793163,18.326980,0.570006,0.916935,0.188260,13824,13952,0,0.350560,0.411605,model reads fixed-le
1640,0,forward,1.305246,18.216632,0.585814,0.917404,0.198817,13952,14080,0,0.350164,0.398388,xed-dim observation
1641,0,forward,1.545059,17.929373,0.601827,0.917591,0.254678,14080,14208,0,0.349768,0.385142,ctor. Evaluation of
1642,1,backward,1.588176,18.053974,0.587643,0.917422,0.198817,14208,14080,0,0.349372,0.240286,xed-dim observation
1643,1,backward,1.500927,18.008751,0.571614,0.916905,0.188260,14080,13952,0,0.348976,0.337421,model reads fixed-le
1644,1,backward,1.736874,18.035539,0.577641,0.917624,0.200124,13952,13824,0,0.348580,0.378492,ucture of its sensor
1645,0,forward,1.521200,17.890592,0.571291,0.916767,0.188260,13824,13952,0,0.348184,0.424303,model reads fixed-le
1646,1,backward,1.499217,17.867717,0.577319,0.917675,0.200124,13952,13824,0,0.347788,0.383338,ucture of its sensor
1647,3,fast_backward,1.321217,18.006846,0.606554,0.917317,0.249848,13824,13312,0,0.347392,0.396512,free energy reflect
1648,2,fast_forward,1.256406,18.062531,0.578795,0.917542,0.200124,13312,13824,0,0.346996,0.359649,ucture of its sensor
1649,2,fast_forward,1.701421,18.295092,0.561393,0.917303,0.175441,13824,14336,0,0.346600,0.405656,statistics of the te
