step,nav_action,nav_action_name,action_vec_norm,free_energy,prediction_error,confidence,obs_norm,pos_before,pos_after,wrapped,beta,info_gain,text_preview
4424,0,forward,1.281773,18.095423,0.663610,0.917480,0.263143,1408,1536,0,0.010000,0.453250,text loop focuses o
4425,2,fast_forward,1.397016,18.022260,0.623935,0.917091,0.175441,1536,2048,0,0.010000,0.438034,statistics of the te
4426,1,backward,1.795527,18.008387,0.664155,0.917469,0.254057,2048,1920,0,0.010000,0.344792,rror. Evaluation of
4427,1,backward,1.425649,18.022512,0.638861,0.916933,0.184100,1920,1792,0,0.010000,0.295450,gnostic signals. A s
4428,2,fast_forward,1.702973,18.081954,0.636336,0.917045,0.197942,1792,2304,0,0.010000,0.558096,nd bounded predictio
4429,2,fast_forward,1.290954,18.054316,0.631367,0.917206,0.177215,2304,2816,0,0.010000,0.431293,racter blocks in ord
4430,0,forward,1.926592,18.064811,0.644724,0.917510,0.190799,2816,2944,0,0.010000,0.384521,sing a random projec
4431,3,fast_backward,1.673670,18.404443,0.625642,0.917144,0.168851,2944,2432,0,0.010000,0.344678,h an information-gai
4432,2,fast_forward,1.441566,18.456446,0.643629,0.917439,0.190799,2432,2944,0,0.010000,0.309137,sing a random projec
4433,4,stay,1.561944,18.408223,0.643463,0.917623,0.190799,2944,2944,0,0.010000,0.509809,sing a random projec
4434,1,backward,1.700010,18.229978,0.629611,0.917173,0.177215,2944,2816,0,0.010000,0.466140,racter blocks in ord
4435,4,stay,1.496934,18.117153,0.629170,0.917076,0.177215,2816,2816,0,0.010000,0.292266,racter blocks in ord
4436,4,stay,1.807672,18.299017,0.628765,0.917143,0.177215,2816,2816,0,0.010000,0.474951,racter blocks in ord
4437,1,backward,1.823337,18.323916,0.643195,0.917069,0.221963,2816,2688,0,0.010000,0.484014,e comes next. The te
4438,3,fast_backward,1.504717,18.473502,0.630742,0.916798,0.177662,2688,2176,0,0.010000,0.334214,provide additional
4439,1,backward,1.568921,18.086692,0.620322,0.917262,0.175441,2176,2048,0,0.010000,0.247981,statistics of the te
4440,2,fast_forward,1.323657,18.119926,0.643720,0.917719,0.214403,2048,2560,0,0.010000,0.319320,s or re-read passage
4441,1,backward,1.669420,18.184912,0.622884,0.917169,0.168851,2560,2432,0,0.010000,0.311919,h an information-gai
4442,4,stay,1.269519,18.132145,0.622147,0.917377,0.168851,2432,2432,0,0.010000,0.378911,h an information-gai
4443,4,stay,1.696970,18.176052,0.621471,0.917628,0.168851,2432,2432,0,0.010000,0.314539,h an information-gai
4444,1,backward,1.786998,18.276124,0.630965,0.917049,0.197942,2432,2304,0,0.010000,0.313671,nd bounded predictio
4445,4,stay,1.400549,18.229701,0.631209,0.917227,0.197942,2304,2304,0,0.010000,0.258384,nd bounded predictio
4446,2,fast_forward,1.851325,17.840724,0.626828,0.917879,0.177215,2304,2816,0,0.010000,0.365316,racter blocks in ord
4447,4,stay,1.649575,17.811945,0.626595,0.917131,0.177215,2816,2816,0,0.010000,0.304966,racter blocks in ord
4448,0,forward,1.449776,17.881953,0.640170,0.917589,0.190799,2816,2944,0,0.010000,0.495133,sing a random projec
4449,1,backward,1.323343,17.946285,0.626443,0.917142,0.177215,2944,2816,0,0.010000,0.631682,racter blocks in ord
4450,4,stay,1.765198,18.015931,0.626224,0.917118,0.177215,2816,2816,0,0.010000,0.318336,racter blocks in ord
4451,2,fast_forward,1.820991,18.194988,0.661502,0.917569,0.253067,2816,3328,0,0.010000,0.332164,ictable the current
4452,4,stay,1.417612,18.219344,0.662926,0.917745,0.253067,3328,3328,0,0.010000,0.363832,ictable the current
4453,0,forward,1.824849,18.312379,0.646621,0.917603,0.204990,3328,3456,0,0.010000,0.371424,d decrease. Cognitiv
4454,3,fast_backward,1.823263,17.917004,0.642487,0.917645,0.190799,3456,2944,0,0.010000,0.245624,sing a random projec
4455,1,backward,1.890845,17.953547,0.628393,0.917359,0.177215,2944,2816,0,0.010000,0.319751,racter blocks in ord
4456,0,forward,1.370083,18.016011,0.641930,0.917593,0.190799,2816,2944,0,0.010000,0.505244,sing a random projec
4457,3,fast_backward,1.515235,18.072860,0.622576,0.917231,0.168851,2944,2432,0,0.010000,0.591439,h an information-gai
4458,1,backward,1.551770,17.961108,0.632089,0.917303,0.197942,2432,2304,0,0.010000,0.297189,nd bounded predictio
4459,4,stay,1.990394,17.945666,0.632151,0.916981,0.197942,2304,2304,0,0.010000,0.542326,nd bounded predictio
4460,0,forward,1.328314,17.913580,0.621906,0.917310,0.168851,2304,2432,0,0.010000,0.540205,h an information-gai
4461,3,fast_backward,1.568012,17.868911,0.660361,0.917530,0.254057,2432,1920,0,0.010000,0.322223,rror. Evaluation of
4462,2,fast_forward,1.786501,17.922408,0.622893,0.917291,0.168851,1920,2432,0,0.010000,0.473180,h an information-gai
4463,4,stay,1.665504,17.804050,0.622034,0.917125,0.168851,2432,2432,0,0.010000,0.319594,h an information-gai
4464,1,backward,1.796483,17.862567,0.631502,0.917087,0.197942,2432,2304,0,0.010000,0.261846,nd bounded predictio
4465,3,fast_backward,1.628249,17.769576,0.633395,0.916903,0.184100,2304,1792,0,0.010000,0.498268,gnostic signals. A s
4466,4,stay,1.245188,17.771868,0.632899,0.916875,0.184100,1792,1792,0,0.010000,0.421022,gnostic signals. A s
4467,3,fast_backward,1.629402,17.944229,0.625694,0.916982,0.179216,1792,1280,0,0.010000,0.213881,h character blocks i
4468,0,forward,1.534286,17.788772,0.643719,0.917514,0.200901,1280,1408,0,0.010000,0.468441,tor using a random p
4469,3,fast_backward,1.421668,17.737381,0.615627,0.917397,0.165020,1408,896,0,0.010000,0.354809,d with an informatio
4470,2,fast_forward,1.519172,17.556441,0.643264,0.917292,0.200901,896,1408,0,0.010000,0.467064,tor using a random p
4471,4,stay,1.335043,17.800329,0.643584,0.917360,0.200901,1408,1408,0,0.010000,0.340058,tor using a random p
4472,4,stay,1.861515,17.714507,0.643882,0.917604,0.200901,1408,1408,0,0.010000,0.311811,tor using a random p
4473,3,fast_backward,1.591020,17.943590,0.615788,0.917398,0.165020,1408,896,0,0.010000,0.302618,d with an informatio
4474,3,fast_backward,1.533452,17.904856,0.628825,0.916674,0.192597,896,384,0,0.010000,0.379077,Active inference pro
4475,1,backward,1.590405,17.787852,0.631801,0.916748,0.195890,384,256,0,0.010000,0.472421,"ned embeddings, no t"
4476,0,forward,1.268520,17.720833,0.628839,0.916754,0.192597,256,384,0,0.010000,0.286235,Active inference pro
4477,0,forward,1.758187,17.811096,0.648250,0.917297,0.237833,384,512,0,0.010000,0.261911,"ree energy, which is"
4478,4,stay,1.188994,18.083027,0.649526,0.917308,0.237833,512,512,0,0.010000,0.333774,"ree energy, which is"
4479,2,fast_forward,1.329486,18.088293,0.645460,0.917197,0.217769,512,1024,0,0.010000,0.320794,ssages or re-read pa
4480,2,fast_forward,1.539562,18.008092,0.662083,0.917677,0.263143,1024,1536,0,0.010000,0.255709,text loop focuses o
4481,3,fast_backward,1.670597,17.843174,0.647501,0.917189,0.217769,1536,1024,0,0.010000,0.264881,ssages or re-read pa
4482,3,fast_backward,1.550991,17.794778,0.652902,0.917415,0.237833,1024,512,0,0.010000,0.278304,"ree energy, which is"
4483,0,forward,1.177540,17.899178,0.665655,0.917589,0.248914,512,640,0,0.010000,0.489575,ergy reflects how pr
4484,0,forward,1.516487,17.976426,0.653834,0.917216,0.236386,640,768,0,0.010000,0.360249,"ext, free energy sho"
4485,3,fast_backward,1.606472,18.120925,0.639087,0.917068,0.195890,768,256,0,0.010000,0.332056,"ned embeddings, no t"
4486,0,forward,1.442760,18.548655,0.636502,0.916930,0.192597,256,384,0,0.010000,0.331057,Active inference pro
4487,2,fast_forward,1.717850,18.482615,0.621884,0.917275,0.165020,384,896,0,0.010000,0.356067,d with an informatio
4488,2,fast_forward,1.355261,18.346617,0.648198,0.917174,0.200901,896,1408,0,0.010000,0.347897,tor using a random p
4489,1,backward,1.652671,18.300563,0.629487,0.917093,0.179216,1408,1280,0,0.010000,0.389563,h character blocks i
4490,0,forward,1.662421,18.366096,0.647626,0.917405,0.200901,1280,1408,0,0.010000,0.351564,tor using a random p
4491,1,backward,1.636905,18.398572,0.628967,0.916929,0.179216,1408,1280,0,0.010000,0.381886,h character blocks i
4492,1,backward,1.383978,18.460151,0.644577,0.917125,0.222530,1280,1152,0,0.010000,0.306566,phase comes next. T
4493,0,forward,1.361824,18.474559,0.628968,0.916938,0.179216,1152,1280,0,0.010000,0.267482,h character blocks i
4494,2,fast_forward,1.835372,18.331993,0.635553,0.916900,0.184100,1280,1792,0,0.010000,0.477157,gnostic signals. A s
4495,2,fast_forward,1.616362,18.193269,0.633379,0.917029,0.197942,1792,2304,0,0.010000,0.368507,nd bounded predictio
4496,1,backward,1.206791,18.268355,0.629724,0.916854,0.177662,2304,2176,0,0.010000,0.334746,provide additional
4497,1,backward,1.467490,18.389475,0.619421,0.917227,0.175441,2176,2048,0,0.010000,0.310532,statistics of the te
4498,1,backward,1.509849,18.405336,0.661011,0.917461,0.254057,2048,1920,0,0.010000,0.286094,rror. Evaluation of
4499,0,forward,1.706659,18.287154,0.620440,0.917070,0.175441,1920,2048,0,0.010000,0.343423,statistics of the te
4500,1,backward,1.599180,18.186365,0.661958,0.917463,0.254057,2048,1920,0,0.010000,0.375712,rror. Evaluation of
4501,0,forward,1.723015,18.192599,0.621344,0.917128,0.175441,1920,2048,0,0.010000,0.336867,statistics of the te
4502,4,stay,1.774785,18.497556,0.620496,0.917230,0.175441,2048,2048,0,0.010000,0.446117,statistics of the te
4503,4,stay,1.553802,18.265530,0.619726,0.917316,0.175441,2048,2048,0,0.010000,0.326040,statistics of the te
4504,3,fast_backward,1.421297,18.454345,0.661663,0.917416,0.263143,2048,1536,0,0.010000,0.416095,text loop focuses o
4505,4,stay,1.200297,18.468810,0.663411,0.917654,0.263143,1536,1536,0,0.010000,0.340789,text loop focuses o
4506,4,stay,1.816804,18.460569,0.665085,0.917508,0.263143,1536,1536,0,0.010000,0.340968,text loop focuses o
4507,2,fast_forward,1.379973,18.255762,0.624367,0.917062,0.175441,1536,2048,0,0.010000,0.447735,statistics of the te
4508,2,fast_forward,1.562829,18.328264,0.647185,0.917435,0.214403,2048,2560,0,0.010000,0.311762,s or re-read passage
4509,4,stay,1.407950,18.310616,0.647241,0.917107,0.214403,2560,2560,0,0.010000,0.323193,s or re-read passage
4510,0,forward,1.815149,18.212412,0.646266,0.917253,0.221963,2560,2688,0,0.010000,0.393362,e comes next. The te
4511,3,fast_backward,1.480067,18.252533,0.633608,0.916749,0.177662,2688,2176,0,0.010000,0.390619,provide additional
4512,1,backward,1.733730,18.390894,0.623112,0.917271,0.175441,2176,2048,0,0.010000,0.457735,statistics of the te
4513,4,stay,1.571333,18.388314,0.622201,0.917303,0.175441,2048,2048,0,0.010000,0.457093,statistics of the te
4514,4,stay,1.628698,18.391320,0.621374,0.917286,0.175441,2048,2048,0,0.010000,0.397734,statistics of the te
4515,4,stay,1.551468,18.303945,0.620623,0.917115,0.175441,2048,2048,0,0.010000,0.303758,statistics of the te
4516,2,fast_forward,1.337032,18.247943,0.643956,0.917171,0.214403,2048,2560,0,0.010000,0.400394,s or re-read passage
4517,0,forward,1.660916,18.302424,0.643047,0.916991,0.221963,2560,2688,0,0.010000,0.357877,e comes next. The te
4518,3,fast_backward,1.507841,18.187461,0.631039,0.916784,0.177662,2688,2176,0,0.010000,0.205082,provide additional
4519,1,backward,1.717672,18.299997,0.620447,0.917428,0.175441,2176,2048,0,0.010000,0.262831,statistics of the te
4520,1,backward,1.510433,18.152994,0.661517,0.917731,0.254057,2048,1920,0,0.010000,0.245710,rror. Evaluation of
4521,0,forward,1.468832,18.203637,0.621565,0.917125,0.175441,1920,2048,0,0.010000,0.305270,statistics of the te
4522,2,fast_forward,1.334185,18.351271,0.644771,0.917298,0.214403,2048,2560,0,0.010000,0.332131,s or re-read passage
4523,3,fast_backward,1.556636,18.079785,0.621286,0.917156,0.175441,2560,2048,0,0.010000,0.330388,statistics of the te
4524,0,forward,1.636948,18.179522,0.630596,0.916956,0.177662,2048,2176,0,0.010000,0.395279,provide additional
4525,3,fast_backward,1.489827,18.040612,0.615912,0.917068,0.169394,2176,1664,0,0.010000,0.348024,"If it remains flat,"
4526,0,forward,1.161096,18.147930,0.634156,0.916660,0.184100,1664,1792,0,0.010000,0.399821,gnostic signals. A s
4527,0,forward,1.728193,18.026755,0.660311,0.917669,0.254057,1792,1920,0,0.010000,0.324231,rror. Evaluation of
4528,1,backward,0.933831,18.210729,0.635417,0.916919,0.184100,1920,1792,0,0.010000,0.334545,gnostic signals. A s
4529,2,fast_forward,1.382292,18.155535,0.632595,0.917155,0.197942,1792,2304,0,0.010000,0.343641,nd bounded predictio
4530,3,fast_backward,1.803098,17.942990,0.635204,0.916786,0.184100,2304,1792,0,0.010000,0.478132,gnostic signals. A s
4531,2,fast_forward,1.648698,18.133402,0.632339,0.916994,0.197942,1792,2304,0,0.010000,0.342042,nd bounded predictio
4532,3,fast_backward,1.458111,18.407076,0.635049,0.916946,0.184100,2304,1792,0,0.010000,0.401605,gnostic signals. A s
4533,3,fast_backward,1.638514,18.609386,0.627547,0.916845,0.179216,1792,1280,0,0.010000,0.342329,h character blocks i
4534,4,stay,1.366833,18.486989,0.627334,0.916857,0.179216,1280,1280,0,0.010000,0.197915,h character blocks i
4535,0,forward,1.579749,18.548158,0.645443,0.917282,0.200901,1280,1408,0,0.010000,0.342837,tor using a random p
4536,4,stay,1.304218,18.237947,0.645770,0.917477,0.200901,1408,1408,0,0.010000,0.405149,tor using a random p
4537,4,stay,1.538437,18.324660,0.646075,0.917379,0.200901,1408,1408,0,0.010000,0.264418,tor using a random p
4538,1,backward,1.782328,18.420367,0.628035,0.917020,0.179216,1408,1280,0,0.010000,0.281250,h character blocks i
4539,2,fast_forward,1.909637,18.488582,0.635004,0.916920,0.184100,1280,1792,0,0.010000,0.585753,gnostic signals. A s
4540,1,backward,1.310978,18.580536,0.614683,0.917229,0.169394,1792,1664,0,0.010000,0.331172,"If it remains flat,"
4541,4,stay,1.571137,18.410838,0.613909,0.917354,0.169394,1664,1664,0,0.010000,0.295857,"If it remains flat,"
4542,0,forward,1.039693,18.306722,0.633197,0.916729,0.184100,1664,1792,0,0.010000,0.377524,gnostic signals. A s
4543,4,stay,1.613335,18.211816,0.632981,0.916793,0.184100,1792,1792,0,0.010000,0.441241,gnostic signals. A s
4544,0,forward,1.775808,18.097789,0.659290,0.917563,0.254057,1792,1920,0,0.010000,0.345337,rror. Evaluation of
4545,0,forward,1.738041,18.305782,0.618925,0.917719,0.175441,1920,2048,0,0.010000,0.318379,statistics of the te
4546,3,fast_backward,1.515979,18.366811,0.661023,0.917578,0.263143,2048,1536,0,0.010000,0.189618,text loop focuses o
4547,2,fast_forward,1.425522,18.414382,0.620447,0.917247,0.175441,1536,2048,0,0.010000,0.309432,statistics of the te
4548,0,forward,1.454201,18.504721,0.630131,0.916804,0.177662,2048,2176,0,0.010000,0.435467,provide additional
4549,2,fast_forward,1.823681,18.343196,0.642400,0.916931,0.221963,2176,2688,0,0.010000,0.346556,e comes next. The te
4550,2,fast_forward,1.543541,18.397949,0.657788,0.917436,0.245962,2688,3200,0,0.010000,0.243670,he surprise of its o
4551,0,forward,1.383155,18.509237,0.665715,0.917273,0.253067,3200,3328,0,0.010000,0.172117,ictable the current
4552,3,fast_backward,1.448679,18.530592,0.630833,0.916950,0.177215,3328,2816,0,0.010000,0.239512,racter blocks in ord
4553,2,fast_forward,1.932314,18.597995,0.666651,0.917091,0.253067,2816,3328,0,0.010000,0.459367,ictable the current
4554,2,fast_forward,1.492662,18.309302,0.643628,0.917470,0.211055,3328,3840,0,0.010000,0.307056,om scratch. The text
4555,3,fast_backward,1.583105,18.583210,0.668136,0.917276,0.253067,3840,3328,0,0.010000,0.188806,ictable the current
4556,1,backward,1.810974,18.318259,0.663008,0.917171,0.245962,3328,3200,0,0.010000,0.356810,he surprise of its o
4557,1,backward,1.939765,18.203186,0.640275,0.916571,0.203670,3200,3072,0,0.010000,0.480747,des the mathematical
4558,4,stay,1.841173,18.172680,0.640010,0.916462,0.203670,3072,3072,0,0.010000,0.195758,des the mathematical
4559,1,backward,1.278736,18.185454,0.647819,0.917508,0.190799,3072,2944,0,0.010000,0.357109,sing a random projec
4560,0,forward,1.693761,17.990440,0.639452,0.916776,0.203670,2944,3072,0,0.010000,0.365798,des the mathematical
4561,1,backward,1.510761,17.952147,0.647229,0.917742,0.190799,3072,2944,0,0.010000,0.383506,sing a random projec
4562,1,backward,1.291192,17.995692,0.632622,0.917097,0.177215,2944,2816,0,0.010000,0.298125,racter blocks in ord
4563,3,fast_backward,1.509836,17.841237,0.637709,0.917017,0.197942,2816,2304,0,0.010000,0.398104,nd bounded predictio
4564,1,backward,1.212762,17.797771,0.634239,0.916719,0.177662,2304,2176,0,0.010000,0.468810,provide additional
4565,3,fast_backward,2.032563,17.902342,0.618996,0.917678,0.169394,2176,1664,0,0.010000,0.385711,"If it remains flat,"
4566,2,fast_forward,1.857873,17.875784,0.632341,0.916931,0.177662,1664,2176,0,0.010000,0.613624,provide additional
4567,1,backward,1.507681,18.035017,0.621782,0.917113,0.175441,2176,2048,0,0.010000,0.407714,statistics of the te
4568,3,fast_backward,1.793851,18.014297,0.663684,0.917549,0.263143,2048,1536,0,0.010000,0.476183,text loop focuses o
4569,0,forward,0.915600,17.811990,0.618539,0.917099,0.169394,1536,1664,0,0.010000,0.555475,"If it remains flat,"
4570,2,fast_forward,1.457473,17.628168,0.631966,0.916792,0.177662,1664,2176,0,0.010000,0.579875,provide additional
4571,1,backward,1.744211,17.734387,0.621320,0.917152,0.175441,2176,2048,0,0.010000,0.489083,statistics of the te
4572,3,fast_backward,1.380789,17.520561,0.663164,0.917485,0.263143,2048,1536,0,0.010000,0.616853,text loop focuses o
4573,2,fast_forward,1.111969,17.748514,0.622704,0.917802,0.175441,1536,2048,0,0.010000,0.626576,statistics of the te
4574,1,backward,1.595025,17.964654,0.664107,0.917454,0.254057,2048,1920,0,0.010000,0.458887,rror. Evaluation of
4575,2,fast_forward,1.528989,18.103420,0.626630,0.917320,0.168851,1920,2432,0,0.010000,0.417707,h an information-gai
4576,2,fast_forward,1.293373,17.957675,0.644749,0.917535,0.190799,2432,2944,0,0.010000,0.546040,sing a random projec
4577,3,fast_backward,1.482080,17.662845,0.625653,0.917182,0.168851,2944,2432,0,0.010000,0.617897,h an information-gai
4578,4,stay,1.610251,17.681576,0.624871,0.917282,0.168851,2432,2432,0,0.010000,0.413231,h an information-gai
4579,0,forward,1.622429,17.723163,0.645449,0.917151,0.214403,2432,2560,0,0.010000,0.340467,s or re-read passage
4580,1,backward,1.486713,17.508732,0.624628,0.917229,0.168851,2560,2432,0,0.010000,0.481929,h an information-gai
4581,3,fast_backward,1.874296,17.576109,0.662952,0.917509,0.254057,2432,1920,0,0.010000,0.364277,rror. Evaluation of
4582,2,fast_forward,1.396923,17.801327,0.625736,0.917358,0.168851,1920,2432,0,0.010000,0.422343,h an information-gai
4583,4,stay,1.513712,17.932505,0.624973,0.917410,0.168851,2432,2432,0,0.010000,0.404969,h an information-gai
4584,1,backward,1.932589,18.056428,0.634347,0.917056,0.197942,2432,2304,0,0.010000,0.503346,nd bounded predictio
4585,0,forward,1.394875,17.815864,0.624467,0.917220,0.168851,2304,2432,0,0.010000,0.498199,h an information-gai
4586,3,fast_backward,1.642321,17.891516,0.662798,0.917505,0.254057,2432,1920,0,0.010000,0.551592,rror. Evaluation of
4587,1,backward,1.682567,18.003047,0.637308,0.917051,0.184100,1920,1792,0,0.010000,0.347105,gnostic signals. A s
4588,4,stay,1.664095,18.033220,0.636795,0.916789,0.184100,1792,1792,0,0.010000,0.431734,gnostic signals. A s
4589,3,fast_backward,1.943042,18.042805,0.629519,0.916956,0.179216,1792,1280,0,0.010000,0.348038,h character blocks i
4590,2,fast_forward,1.655586,17.937125,0.636127,0.916670,0.184100,1280,1792,0,0.010000,0.433304,gnostic signals. A s
4591,3,fast_backward,1.792308,18.121042,0.628812,0.916724,0.179216,1792,1280,0,0.010000,0.434839,h character blocks i
4592,0,forward,1.706887,18.083816,0.647062,0.917546,0.200901,1280,1408,0,0.010000,0.355992,tor using a random p
4593,1,backward,1.533789,17.944216,0.628897,0.917034,0.179216,1408,1280,0,0.010000,0.321979,h character blocks i
4594,2,fast_forward,1.675994,17.934266,0.635750,0.916941,0.184100,1280,1792,0,0.010000,0.530334,gnostic signals. A s
4595,3,fast_backward,1.592904,18.091582,0.628287,0.917027,0.179216,1792,1280,0,0.010000,0.296780,h character blocks i
4596,1,backward,1.202765,18.238255,0.643920,0.916985,0.222530,1280,1152,0,0.010000,0.356032,phase comes next. T
4597,0,forward,1.869110,18.052744,0.628912,0.916934,0.179216,1152,1280,0,0.010000,0.400304,h character blocks i
4598,1,backward,1.778534,18.116770,0.644585,0.917129,0.222530,1280,1152,0,0.010000,0.469596,phase comes next. T
4599,1,backward,1.679357,18.290151,0.648452,0.917511,0.217769,1152,1024,0,0.010000,0.330342,ssages or re-read pa
4600,1,backward,1.466646,18.217539,0.620149,0.917040,0.165020,1024,896,0,0.010000,0.326939,d with an informatio
4601,0,forward,1.632085,18.296938,0.648028,0.917303,0.217769,896,1024,0,0.010000,0.361569,ssages or re-read pa
4602,1,backward,1.816950,18.384292,0.619911,0.917385,0.165020,1024,896,0,0.010000,0.560281,d with an informatio
4603,4,stay,1.337360,18.524133,0.619133,0.917125,0.165020,896,896,0,0.010000,0.484996,d with an informatio
4604,2,fast_forward,1.780016,18.316852,0.646583,0.917529,0.200901,896,1408,0,0.010000,0.589476,tor using a random p
4605,4,stay,1.425543,18.103246,0.646929,0.917527,0.200901,1408,1408,0,0.010000,0.278345,tor using a random p
4606,4,stay,1.954434,18.239891,0.647254,0.917868,0.200901,1408,1408,0,0.010000,0.615862,tor using a random p
4607,3,fast_backward,1.260914,18.145874,0.619441,0.917189,0.165020,1408,896,0,0.010000,0.348893,d with an informatio
4608,0,forward,1.685148,18.394675,0.647121,0.917287,0.217769,896,1024,0,0.010000,0.309533,ssages or re-read pa
4609,0,forward,1.373028,18.474783,0.644871,0.917155,0.222530,1024,1152,0,0.010000,0.606140,phase comes next. T
4610,1,backward,1.946869,18.479913,0.648364,0.917129,0.217769,1152,1024,0,0.010000,0.569330,ssages or re-read pa
4611,3,fast_backward,1.154032,18.302048,0.653486,0.917426,0.237833,1024,512,0,0.010000,0.608373,"ree energy, which is"
4612,1,backward,1.611793,18.541406,0.635743,0.916909,0.192597,512,384,0,0.010000,0.636083,Active inference pro
4613,1,backward,1.521528,18.612722,0.638153,0.916862,0.195890,384,256,0,0.010000,0.526514,"ned embeddings, no t"
4614,1,backward,1.745744,18.530033,0.641944,0.917450,0.186413,256,128,0,0.010000,0.344395,er a free-energy-min
4615,3,fast_backward,1.679957,18.486815,0.651216,0.917617,0.205664,128,0,0,0.010000,0.263167,Cognitive emergence
4616,1,backward,1.815978,18.337037,0.651290,0.917661,0.205664,0,0,0,0.010000,0.522984,Cognitive emergence
4617,4,stay,0.997333,18.505357,0.651354,0.917498,0.205664,0,0,0,0.010000,0.532650,Cognitive emergence
4618,2,fast_forward,1.317237,18.375919,0.654380,0.917510,0.237833,0,512,0,0.010000,0.346709,"ree energy, which is"
4619,2,fast_forward,1.737489,18.467743,0.650381,0.917220,0.217769,512,1024,0,0.010000,0.364450,ssages or re-read pa
4620,0,forward,1.507583,18.423530,0.648185,0.917078,0.222530,1024,1152,0,0.010000,0.408753,phase comes next. T
4621,2,fast_forward,1.463021,18.581633,0.620996,0.917003,0.169394,1152,1664,0,0.010000,0.325959,"If it remains flat,"
4622,3,fast_backward,1.415489,18.688285,0.647464,0.917229,0.222530,1664,1152,0,0.010000,0.251607,phase comes next. T
4623,1,backward,1.250026,18.417440,0.650640,0.917188,0.217769,1152,1024,0,0.010000,0.384313,ssages or re-read pa
4624,3,fast_backward,1.690196,18.296338,0.655826,0.917401,0.237833,1024,512,0,0.010000,0.472684,"ree energy, which is"
4625,1,backward,1.376977,18.388466,0.638546,0.916821,0.192597,512,384,0,0.010000,0.336377,Active inference pro
4626,4,stay,1.635884,18.413679,0.638179,0.916829,0.192597,384,384,0,0.010000,0.217350,Active inference pro
4627,1,backward,1.525783,18.353906,0.639996,0.916824,0.195890,384,256,0,0.010000,0.195338,"ned embeddings, no t"
4628,4,stay,1.567891,18.004207,0.639936,0.917164,0.195890,256,256,0,0.010000,0.298208,"ned embeddings, no t"
4629,0,forward,2.120231,18.026591,0.637682,0.916744,0.192597,256,384,0,0.010000,0.326187,Active inference pro
4630,1,backward,1.630703,17.858515,0.639616,0.916845,0.195890,384,256,0,0.010000,0.380534,"ned embeddings, no t"
4631,0,forward,1.258214,17.628913,0.637389,0.917114,0.192597,256,384,0,0.010000,0.461405,Active inference pro
4632,1,backward,1.277745,17.480558,0.639377,0.916751,0.195890,384,256,0,0.010000,0.514889,"ned embeddings, no t"
4633,4,stay,1.384027,17.419269,0.639416,0.916893,0.195890,256,256,0,0.010000,0.619515,"ned embeddings, no t"
4634,3,fast_backward,1.023247,17.393858,0.653267,0.917595,0.205664,256,0,0,0.010000,0.651258,Cognitive emergence
4635,3,fast_backward,1.411398,17.247133,0.653322,0.917754,0.205664,0,0,0,0.010000,0.593911,Cognitive emergence
4636,2,fast_forward,1.892992,17.344123,0.656016,0.917267,0.237833,0,512,0,0.010000,0.472775,"ree energy, which is"
4637,3,fast_backward,1.538602,17.613079,0.654591,0.917632,0.205664,512,0,0,0.010000,0.368620,Cognitive emergence
4638,4,stay,1.875464,17.709042,0.654555,0.917453,0.205664,0,0,0,0.010000,0.532170,Cognitive emergence
4639,2,fast_forward,1.592875,17.985474,0.657132,0.917269,0.237833,0,512,0,0.010000,0.550023,"ree energy, which is"
4640,0,forward,1.833425,17.868956,0.670301,0.917360,0.248914,512,640,0,0.010000,0.689538,ergy reflects how pr
4641,4,stay,1.571722,17.727776,0.671367,0.917433,0.248914,640,640,0,0.010000,0.432148,ergy reflects how pr
4642,1,backward,1.422884,17.676619,0.660466,0.917356,0.237833,640,512,0,0.010000,0.699955,"ree energy, which is"
4643,3,fast_backward,1.789447,17.833399,0.658899,0.917994,0.205664,512,0,0,0.010000,0.460713,Cognitive emergence
4644,4,stay,1.926034,17.776076,0.658551,0.917728,0.205664,0,0,0,0.010000,0.445590,Cognitive emergence
4645,0,forward,1.460541,17.777982,0.647573,0.917729,0.186413,0,128,0,0.010000,0.448550,er a free-energy-min
4646,2,fast_forward,1.330890,17.794227,0.671966,0.917311,0.248914,128,640,0,0.010000,0.463889,ergy reflects how pr
4647,0,forward,1.265887,17.789922,0.659723,0.917463,0.236386,640,768,0,0.010000,0.528041,"ext, free energy sho"
4648,3,fast_backward,1.221609,17.923000,0.645015,0.916810,0.195890,768,256,0,0.010000,0.654133,"ned embeddings, no t"
4649,1,backward,1.405326,18.027593,0.648109,0.917591,0.186413,256,128,0,0.010000,0.385319,er a free-energy-min
4650,1,backward,1.591519,18.227643,0.657867,0.917561,0.205664,128,0,0,0.010000,0.259840,Cognitive emergence
4651,1,backward,1.738223,18.329226,0.657605,0.917232,0.205664,0,0,0,0.010000,0.666009,Cognitive emergence
4652,2,fast_forward,1.666466,18.190133,0.659973,0.917378,0.237833,0,512,0,0.010000,0.473109,"ree energy, which is"
4653,2,fast_forward,1.885866,17.778759,0.655185,0.917076,0.217769,512,1024,0,0.010000,0.470845,ssages or re-read pa
4654,3,fast_backward,1.595590,17.706261,0.660792,0.917220,0.237833,1024,512,0,0.010000,0.406910,"ree energy, which is"
4655,2,fast_forward,1.799737,17.827472,0.656035,0.917457,0.217769,512,1024,0,0.010000,0.622732,ssages or re-read pa
